id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17791387,No Porto. Central.,116280484,Antonio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14478,-8.61235,Entire home/apt,80,3,289,2024-08-31,3.20,1,225,40,40562/AL
17793447,Charming Mezzanine Rooftop View,121567692,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15594,-8.61479,Entire home/apt,83,3,225,2024-07-19,2.47,1,237,14,114703/AL
17794091,"Praça 66 Guest House - ""Marques"" room",118270240,Praça,PORTO,Bonfim,41.16144,-8.60297,Private room,,3,1,2023-09-20,0.08,7,0,1,36564/AL
17801603,Maison  de vacances !!!!,121649396,Joaquim,VILA DO CONDE,Fornelo e Vairão,41.32529,-8.67483,Entire home/apt,,5,0,,,1,0,0,
17806809,Free Parking! Lello Library & Clérigos only 5min.,5415301,Patricia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15067,-8.61234,Entire home/apt,112,2,305,2024-09-06,3.47,1,4,49,44113/AL
17829060,"Praça 66 Guest House - ""São Bento"" room",118270240,Praça,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15979,-8.60504,Private room,,3,1,2019-06-05,0.02,7,0,0,36564/AL
17829219,Bright and Arty Apartment,118270240,Praça,PORTO,Bonfim,41.16052,-8.60356,Entire home/apt,383,3,134,2024-09-12,1.64,7,130,39,36564/AL
17838362,Old Tiles Apartment close to City hall - Aliados,122009987,Emanuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15262,-8.61141,Entire home/apt,,3,50,2022-09-09,0.55,1,0,0,369205
17838544,Modern Loft in City Center by LovelyStay,121998022,Andre,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1494,-8.6101,Entire home/apt,84,2,288,2024-08-30,3.18,2,230,36,70144/AL
18767871,BRA.com Campanhã 103,40592098,Bárbara,PORTO,Bonfim,41.15097,-8.59073,Entire home/apt,100,2,1,2022-05-28,0.04,24,54,0,
18160151,1 bedroom low cost apartment in the historic area,89383433,Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14223,-8.60749,Entire home/apt,83,2,176,2024-09-07,1.95,8,167,21,54627/AL
18160657,low cost basement  apartment in the historic area,89383433,Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14224,-8.60751,Entire home/apt,52,2,137,2024-08-23,1.52,8,231,17,54633/AL
18176723,Trindade Bom-Jardim,65908096,João Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1519033,-8.6082127,Entire home/apt,171,2,85,2024-08-29,0.95,1,323,15,42782/AL
18178588,Quinta dos Moinhos,125415937,Diogo,GONDOMAR,Melres e Medas,41.07298,-8.41658,Entire home/apt,661,3,138,2024-09-07,1.68,1,246,23,60745/AL
18187137,Private Suite room with  private bathroom,125498412,Margarida,PORTO,Lordelo do Ouro e Massarelos,41.15941,-8.63695,Private room,46,1,89,2024-09-11,1.23,6,194,37,48392/AL
18194072,GuestReady - Bright and airy stay in Vitória,125565102,Duarte,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14466,-8.61289,Entire home/apt,76,1,368,2024-08-30,4.07,3,269,51,44032/AL
18194398,GuestReady - Chic retreat in the heart of Porto,125565102,Duarte,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14601,-8.61308,Entire home/apt,75,1,412,2024-09-07,4.56,3,261,68,44033/AL
18194546,Downtown apartment,116104069,Jorge,PORTO,Bonfim,41.14701,-8.5997,Entire home/apt,64,1,238,2024-08-27,2.63,3,193,42,127698/AL
18210384,FLH Porto Trindade Cozy Flat,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15510559082031,-8.608750343322754,Entire home/apt,146,1,45,2022-09-19,0.51,74,320,0,45103/AL
18212896,"Centro do Porto, com terraço - Casa dos Abraços.",125741016,Maria,PORTO,Bonfim,41.15195,-8.59922,Entire home/apt,105,2,183,2024-08-28,2.08,1,57,41,
18222018,Modern and central three-storey house with garden,31519672,Rosália,PORTO,Paranhos,41.16422,-8.60394,Entire home/apt,111,3,37,2024-08-30,0.41,1,246,5,44464/AL
18222845,Cozy Apartment in Heart of Gaia - Porto,125838671,Cláudia & Filipe,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12833,-8.60911,Entire home/apt,60,3,197,2024-08-22,2.19,1,338,23,44417/AL
18224003,Cute Monte Cativo Apartment by Unique Hosts,444283165,Unique Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16078,-8.61657,Entire home/apt,102,1,96,2024-08-04,1.07,28,229,13,45999/AL
18234263,Eco House Balio,31021335,Vasco,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.2239,-8.63855,Private room,,3,0,,,1,0,0,
17220922,AC House 2 - Private room with 2 beds,93665372,Maria,PORTO,Paranhos,41.16454,-8.60671,Private room,25,1,305,2024-09-09,3.31,10,279,76,39336/A
17221186,AC House 3 - Private room with queen bed + 2 extra,93665372,Maria,PORTO,Paranhos,41.16454,-8.60671,Private room,24,1,287,2024-09-01,3.15,10,301,71,39336/A
17222952,João de Deus Apart. {METRo Station},57679581,Rui,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12703,-8.6055,Entire home/apt,,1,63,2020-01-09,0.70,2,0,0,50429/AL
17244908,Moradia Areia - Vila do Conde - Porto,17962661,Nuno,VILA DO CONDE,Árvore,41.33001,-8.73494,Entire home/apt,205,3,76,2024-08-29,0.97,1,350,16,
17248478,Remodeled Loft Close to Landmarks in the Vibrant Old Town,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14787,-8.61431,Entire home/apt,191,2,310,2024-08-06,3.37,35,315,19,40467/AL
17252746,Casa das Andorinhas - Quarto 7,116273205,Rita Branco Venancio,PORTO,Paranhos,41.17655,-8.61086,Private room,30,2,4,2023-08-31,0.05,8,163,0,83972AL
17260812,Central Suites - 1,34604200,Central,SÃO JOÃO DA MADEIRA,São João da Madeira,40.89948,-8.49255,Private room,59,1,5,2024-07-20,0.07,21,313,2,44018/AL
17264297,Apt Porto Downtown - Rua das Flores,115458977,A. Teixeira Da Cunha,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14464,-8.61405,Entire home/apt,64,3,331,2024-09-11,3.65,9,61,31,29751/AL
17280578,Collector's Luxurious Apartment by DA'HOME,113556399,Da'Home,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14924,-8.66541,Entire home/apt,90,2,121,2021-10-30,1.32,1,0,0,85516/AL
17299076,Try Oporto - S. Lazaro 4,116705732,Luís Fernando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14626,-8.60273,Entire home/apt,55,1,7,2024-08-30,0.11,6,332,1,106150/AL
17302428,Cais das Pedras — 14 ESQUADRA river view . 1F,42480961,Marlene,PORTO,Lordelo do Ouro e Massarelos,41.147,-8.63078,Private room,85,2,11,2023-10-01,0.13,6,360,2,41274/AL
17307047,Spacieux duplex en bord de mer,116793766,Isabel,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.40685,-8.78149,Entire home/apt,88,3,44,2023-09-01,0.50,1,217,0,
17327280,AC House 4 - Private room with 2 single beds,93665372,Maria,PORTO,Paranhos,41.16486,-8.6078,Private room,25,1,244,2024-09-12,2.66,10,314,68,39336/AL
17328144,AC House 6 - Private room with 2 beds,93665372,Maria,PORTO,Paranhos,41.16454,-8.60671,Private room,26,1,229,2024-09-07,2.50,10,274,46,39336/A
17329262,Near the airport/ room,94991073,Laura,MAIA,Vila Nova da Telha,41.2509,-8.66621,Private room,88,1,336,2024-09-03,3.67,1,319,32,
17341068,Casa Amarela,10234452,Joana,GONDOMAR,Melres e Medas,41.0713,-8.44959,Entire home/apt,138,4,72,2024-08-24,0.80,1,159,13,64705/AL
17341514,Silent Oasis: Balcony Retreat with Timeless Bath,42480961,Marlene,PORTO,Lordelo do Ouro e Massarelos,41.14667,-8.63129,Private room,50,2,11,2023-08-12,0.13,6,167,0,41274/AL
17341922,Douro River Hideaway: Ground Floor Gem+Living room,42480961,Marlene,PORTO,Lordelo do Ouro e Massarelos,41.14735,-8.63209,Private room,80,2,5,2023-03-20,0.06,6,364,0,
17345197,Be Happy Here!!!,41412933,Ana & Alberto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14047,-8.63884,Private room,,1,43,2023-06-10,0.48,1,0,0,52434/AL
17354428,Mira Porto House,95011450,Paulo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13301,-8.62166,Entire home/apt,84,2,113,2024-08-22,1.23,5,80,26,
17357134,cosy apartment,43623823,Inês,PORTO,Bonfim,41.15967,-8.60126,Entire home/apt,70,3,41,2024-08-10,0.57,4,314,14,
17373357,Quarto Duplo,7782764,João,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19211,-8.60674,Private room,35,4,54,2024-09-05,0.61,4,336,11,
17380037,Casas Brancas w/ Balcony & Parking by LovelyStay,117438855,Vitor,PORTO,Lordelo do Ouro e Massarelos,41.15751,-8.64735,Entire home/apt,75,2,98,2024-08-30,1.08,1,252,11,39863/AL
17380509,Onice Cozy Apartment,117460134,HomePorto,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18666,-8.59908,Entire home/apt,80,3,121,2024-09-07,1.34,1,313,21,39468/AL
17414683,Sendme2Portugal @Apart. Eusébio - Estação S.Bento,117769117,"Sendme2Portugal, Lda",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145,-8.60973,Entire home/apt,112,3,27,2024-07-05,0.34,9,79,10,40684/AL
17414689,CASA SÃO DINIS PORTO,106644820,Mário,PORTO,Paranhos,41.16896,-8.62146,Entire home/apt,350,1,42,2024-08-18,0.47,1,320,2,38465/AL
17416289,Sendme2Portugal @ Apart. Amália - Estação S.Bento,117769117,"Sendme2Portugal, Lda",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145,-8.60974,Entire home/apt,115,3,33,2023-10-22,0.39,9,23,1,40682/AL
17422061,"Elegant Beach Apartment/Art Gallery
Welcome Home",117841184,Joaquim,ESPINHO,Silvalde,40.99814,-8.64319,Private room,60,2,16,2023-08-14,0.18,1,358,0,
17427742,Sendme2Portugal @Apart L.Camões - Estação S. Bento,117769117,"Sendme2Portugal, Lda",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14526,-8.61027,Entire home/apt,107,3,57,2024-05-30,0.62,9,81,6,40681/AL
17430272,Sendme2Portugal @Apart. D.Henrique Estação S.Bento,117769117,"Sendme2Portugal, Lda",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.61017,Entire home/apt,107,2,2,2022-07-06,0.05,9,66,0,40680/AL
17430826,GuestReady - Lofted getaway in downtown Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14785,-8.60258,Entire home/apt,62,1,228,2024-08-31,2.50,140,211,20,118841/AL
17431180,GuestReady - Memories House - Art Quartier,364783572,GuestReady,PORTO,Lordelo do Ouro e Massarelos,41.15009,-8.62315,Entire home/apt,87,1,281,2024-08-30,3.08,140,322,41,42783/AL
17431738,Sidewalk Flats-First Class,116529009,Maykol Jesus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15904,-8.60918,Entire home/apt,99,2,305,2024-08-25,3.34,3,47,44,36269/AL
17432435,Sidewalk Flats- Invicta,116529009,Maykol Jesus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.160432942737245,-8.610042981121365,Entire home/apt,95,2,314,2024-08-17,3.48,3,63,52,36272/AL
17432818,Sidewalk Flats- Chapita,116529009,Maykol Jesus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.159949101230254,-8.60938095473016,Entire home/apt,86,2,295,2024-08-29,3.26,3,55,49,36273/AL
17435276,Studio Sta,117964840,Studio,PORTO,Bonfim,41.15243,-8.60365,Entire home/apt,89,2,45,2024-08-26,0.50,1,107,13,55247/AL
17446137,"Bom Dia Porto |Location, amazing views with AC",71810730,Sónia,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13803,-8.6104,Entire home/apt,125,2,180,2024-08-25,2.00,20,335,26,39728/AL
17838666,Ribeira - Dixo's Oporto Apartments III,30898219,Aline,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14183,-8.61358,Entire home/apt,85,2,438,2024-08-24,4.82,1,328,50,133318/AL
17840117,"Happy 4 Downtown [Seguro,WiFi,AC,Elevador,Vista]",97966252,City Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15264,-8.60388,Entire home/apt,101,2,116,2024-09-04,1.32,3,135,21,48539/AL
17840173,Maison neuve d’environ 150 m2 située à Sobrado,122025658,José,VALONGO,Campo e Sobrado,41.19961,-8.47032,Entire home/apt,87,4,15,2024-08-27,0.20,1,358,2,
17842045,Póvoa Praia 2 bedroom with a view to the ocean,23585920,Lisa,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38067,-8.76872,Entire home/apt,108,2,97,2024-08-25,1.07,20,350,11,49839/AL
17842570,"Happy 6 Downtown [Seguro,WiFi,AC,Elevador]",97966252,City Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15264,-8.60388,Entire home/apt,144,2,132,2024-08-25,1.50,3,161,24,48539/AL
17844832,Riverside Balcony II _ 1824 Downtown/Ribeira,122071268,Rogério,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14303,-8.61555,Entire home/apt,108,2,292,2024-08-24,3.23,3,239,39,40510/AL
17847077,Bessa Apartment,97104881,Moisés,PORTO,Bonfim,41.14946,-8.59364,Entire home/apt,83,3,13,2024-07-22,0.15,5,138,2,53653/AL
17853856,Oporto Downtown Flats 2F,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145,-8.6029,Entire home/apt,,2,5,2023-05-02,0.06,6,0,0,
17862976,quarto acolhedor,122250222,Aparecida,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1224,-8.6104,Private room,50,2,130,2024-08-23,1.47,1,322,17,
17869143,APPARTEMENT PORTO PORTUGAL,122322772,Belarmino,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12815,-8.61031,Entire home/apt,,3,0,,,1,0,0,
17873554,Sunny & Quiet Flat w/balcony in Center,60754348,Josefa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1521,-8.61443,Entire home/apt,118,2,300,2024-08-26,3.31,2,126,38,39849/AL
17892784,Home Made Guest Studios - RC Frente,16211101,Maria,PORTO,Bonfim,41.14709,-8.59311,Entire home/apt,57,1,2,2022-05-31,0.03,11,0,0,100060/AL
17899509,Quinta da Escadinha,115218732,Luis,AROUCA,Mansores,40.94817,-8.35115,Entire home/apt,110,2,29,2024-09-13,0.32,1,171,8,
17912098,Albergaria de Sta. Catarina,45218019,Gaspar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.151206188385956,-8.605154366480658,Entire home/apt,65,2,345,2024-08-27,3.82,3,47,61,71389/AL
17918066,Studio residence equipped and with furniture,122098512,Maria,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14285659790039,-8.636212348937988,Entire home/apt,71,2,147,2024-09-01,1.66,1,23,22,42773/AL
17918567,Lovely Mezzanine in Porto w/ Free Parking,88154912,Sunday,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14885,-8.60341,Entire home/apt,63,2,145,2024-07-13,1.60,2,317,12,48370/AL
17933273,"""Be a local"" - visit by foot",120789299,Bruno & Kamila,PORTO,Bonfim,41.14593,-8.59814,Entire home/apt,120,2,1,2017-06-11,0.01,5,77,0,
17936148,River View in Historical Center,19458554,Filomena & Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14567,-8.61785,Entire home/apt,130,3,293,2024-08-22,3.38,4,247,50,49440/AL
17936483,Riverside City Centre Penthouse,95088635,Hugo,PORTO,Bonfim,41.14188,-8.59894,Entire home/apt,115,3,144,2024-08-12,1.59,3,309,21,58333/AL
17951670,Praça Guest House,31336345,Ana,AROUCA,Arouca e Burgo,40.93058,-8.24619,Entire home/apt,135,2,3,2024-08-11,0.03,2,175,2,
17956449,Liiiving in Porto | Historic Clérigos Studio - 1F,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14583,-8.61395,Entire home/apt,72,2,19,2024-02-05,0.21,7,351,2,40188/AL
17958148,Liiiving | Historic Clérigos Studio - 1B,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1458,-8.61447,Entire home/apt,85,2,24,2024-08-28,0.27,7,342,2,40191/AL
17960308,Magic Escape Apartments 3 - Douro River Views,123280478,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1371,-8.61118,Entire home/apt,195,3,327,2024-09-05,3.61,3,276,54,42755/AL
17961827,Liiiving in Porto | Historic Clérigos Studio - 2F,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14759,-8.61255,Entire home/apt,72,2,26,2024-07-22,0.29,7,342,5,40194/AL
17961987,Liiiving in Porto | Historic Clérigos Studio - 3F,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14754,-8.61424,Entire home/apt,70,2,28,2024-03-27,0.31,7,347,4,40204/AL
17962609,Covelo Apartment,123323634,Sara And Nuno,PORTO,Paranhos,41.16773,-8.60358,Entire home/apt,78,2,195,2024-09-05,2.15,1,91,24,41810/AL
17967211,Liiiving | Historic Clérigos Studio - 2B,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14742,-8.61388,Entire home/apt,88,2,29,2024-05-08,0.32,7,352,3,40203/AL
17967320,Liiiving | Historic Clérigos Studio - 3B,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146843,-8.613527,Entire home/apt,88,2,47,2024-07-08,0.52,7,342,4,40212/AL
17967809,Quinta de Alvarenga-Passadiços do Paiva Alojamento,107986292,Isabel,AROUCA,Alvarenga,40.96333,-8.1673,Private room,80,1,29,2023-10-04,0.32,1,178,1,
17971058,Cool Studio at Wine Cellars,3171018,Gisela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1356,-8.61319,Entire home/apt,68,2,218,2024-08-26,2.47,3,338,37,
17974061,Oporto Vintage Art Suite with Patio and Kitchen,39241118,Jorge,PORTO,Bonfim,41.13877,-8.59523,Private room,59,3,303,2024-09-10,3.41,3,189,54,41491/AL
17980139,Bombarda-House & Home,123230766,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14986,-8.62083,Entire home/apt,130,2,49,2024-07-20,0.54,1,85,2,42686/AL
17987773,Magic Escape Apartments 2 - Douro River Views,123280478,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13685,-8.61111,Entire home/apt,195,3,262,2024-09-08,2.90,3,312,40,42755/AL
17992463,January's 31 Studio by DA'HOME,123556085,DA'HOME Premium Property Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14612,-8.60762,Entire home/apt,102,2,84,2024-07-27,0.93,1,328,3,88948/AL
17995026,Vrs -  22 Ft Boatel Afurada,99391589,Sergio Javier,VILA NOVA DE GAIA,Canidelo,41.14192,-8.64997,Entire home/apt,,2,3,2019-04-19,0.04,3,0,0,
18012151,SABERAMAR - LITTLE COUNTRY,17273392,Ana,AROUCA,Tropeço,40.94452,-8.31204,Entire home/apt,84,2,34,2024-08-22,0.38,2,360,7,44891/AL
18013724,Lapa Garden,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15759,-8.61336,Entire home/apt,95,1,264,2024-08-27,2.95,16,336,46,46419/AL
18015634,Casa das Andorinhas -Quarto 1,116273205,Rita Branco Venancio,PORTO,Paranhos,41.17737,-8.61132,Private room,25,2,7,2022-08-29,0.09,8,155,0,83972AL
18016037,Magic Escape Apartments 1 - Douro River Views,123280478,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13685,-8.61111,Entire home/apt,195,3,261,2024-09-10,2.88,3,317,38,42755/AL
18016331,Apartamento T4 Praia Azul,123873173,Paula,VILA DO CONDE,Vila do Conde,41.3455,-8.75107,Entire home/apt,120,3,45,2024-08-14,0.50,2,108,8,
18017288,Casa das Andorinhas-Quarto 6,116273205,Rita Branco Venancio,PORTO,Paranhos,41.1778,-8.6096,Private room,30,2,7,2022-08-12,0.08,8,155,0,83972AL
18017514,Casa das Andorinhas-Quarto 2,116273205,Rita Branco Venancio,PORTO,Paranhos,41.17831,-8.6094,Private room,27,2,11,2024-08-23,0.12,8,87,1,83972AL
18239457,Lovely Renewed Apartment+Terrace Porto Center City,43880420,Pedro,PORTO,Bonfim,41.14864,-8.58925,Entire home/apt,,2,50,2018-11-04,0.56,1,0,0,48441/2017
18255017,My Home - Gaia,26745151,Marlene,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13477,-8.61087,Entire home/apt,51,2,207,2024-09-02,2.32,1,339,25,44001/AL
18265366,Oporto Beach House,126253628,Antonio,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07087,-8.65602,Entire home/apt,128,5,24,2024-07-28,0.27,2,79,8,56938/AL
18268954,"Simples, simpático e sereno",91129602,Sergio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16056,-8.60731,Private room,70,2,9,2023-08-11,0.10,1,364,0,
18271807,BOUTIQUE Rentals - Boho Chic Apartment,185835,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1543,-8.61185,Entire home/apt,113,1,164,2024-08-26,1.83,27,299,19,44045/AL
18271885,Porto Baixa I,69152985,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14811,-8.61632,Entire home/apt,70,2,221,2024-09-04,2.48,2,146,37,41138/AL
18271972,ORM - Almada 02 Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.61213,Entire home/apt,104,2,101,2023-09-03,1.12,50,317,0,65711/AL
18272087,Casa Sr. José-House near Douro River-52798/AL,126275528,Fernanda,PORTO,Lordelo do Ouro e Massarelos,41.14846,-8.6313,Entire home/apt,40,1,223,2024-09-06,2.48,1,302,30,52798 /AL
18276837,Atlantico Flat,126371506,Teodoro,PORTO,Lordelo do Ouro e Massarelos,41.14998,-8.64841,Entire home/apt,61,1,140,2024-09-02,1.55,1,22,24,58582/AL
18280870,Casa dos Laceiras,126402454,Sofia E Sara Ribeiro,VILA NOVA DE GAIA,"Sandim, Olival, Lever e Crestuma",41.02086,-8.506,Entire home/apt,364,2,38,2024-06-30,0.44,1,236,3,51277/AL
18282281,GuestReady - Downtown den in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14725,-8.60417,Entire home/apt,56,1,187,2024-09-12,2.11,140,222,42,36995/AL
18283308,GuestReady - Minimalist den in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14586,-8.60365,Entire home/apt,95,1,235,2024-08-20,2.68,140,271,20,36958/AL
18283408,All-White Studio Apartment with Juliet Balcony,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14235,-8.61666,Entire home/apt,109,1,221,2024-09-09,2.46,6,284,37,48973/AL
18283683,GuestReady - Downtown suite in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14756,-8.60534,Entire home/apt,100,1,266,2024-09-04,3.01,140,289,50,36965/AL
18284059,GuestReady - City central stay in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14532,-8.60375,Entire home/apt,60,1,160,2024-09-12,1.84,140,221,42,36977/AL
18284370,GuestReady - Chic hideaway in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14754,-8.60514,Entire home/apt,95,1,285,2024-09-06,3.23,140,281,58,36993/AL
18284780,GuestReady - City nest suite in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14767,-8.6057,Entire home/apt,63,1,260,2024-09-06,2.92,140,221,40,139039/AL
18285006,"Casa Bela Apartments ★ 2 bedrooms, near the beach",3849926,Ariana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15072,-8.67112,Entire home/apt,224,2,75,2024-08-23,0.86,5,229,18,45705/AL
18304060,Porto City Center 2,125344960,Ricardo,PORTO,Bonfim,41.14819,-8.60197,Entire home/apt,58,1,147,2024-08-30,1.64,1,297,39,43794/AL
18304749,Hostel da Susy near Metro Hospital S. João,2737782,Susana,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18498,-8.61781,Entire home/apt,,3,18,2022-06-25,0.24,1,0,0,Exempt
18310050,PORTO appart/6 pers,114845192,Sebastien,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.08011,-8.64543,Entire home/apt,90,3,41,2024-08-16,0.46,1,359,8,7351
18310482,"Passadiço Art and River House, na Paradinha",126639000,Helena,AROUCA,Alvarenga,40.93563,-8.17389,Entire home/apt,276,2,44,2024-08-20,0.50,1,363,4,Registo Nacional de Turismo 7022
18318546,Quinta Amarante Peace of heaven - Douro,126253628,Antonio,GONDOMAR,Melres e Medas,41.0544,-8.39558,Entire home/apt,200,5,25,2024-08-30,0.29,2,37,3,56939/AL
18339838,Sweet House Porto | Trindade - with terrace,24001412,Susete & Fábio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.152540295816216,-8.61124478800411,Entire home/apt,59,3,159,2024-09-10,1.77,1,320,29,45165/AL
18340594,Apartamento de Praia,126906508,Carlos,VILA NOVA DE GAIA,São Félix da Marinha,41.02381,-8.64047,Entire home/apt,,4,60,2024-08-28,0.69,1,0,5,85945/AL
18340946,"Merc Porto Sta Catarina Place
""Próximo ao Bolhão """,124699338,Merc,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15053939819336,-8.604196548461914,Entire home/apt,90,2,80,2024-08-18,1.00,11,317,10,37063/AL
