id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41339,Porto city flat near the sea,180050,Paula,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,56,7,25,2024-08-16,0.18,1,4,3,29049/AL
55111,Fontielas Houses |Floor1 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17481,-8.35356,Entire home/apt,,4,20,2024-08-14,0.18,3,0,1,7563/AL
73828,Fontielas Houses |Floor0 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17447,-8.35423,Entire home/apt,,5,15,2024-08-21,0.13,3,0,1,7563/AL
87873,Oporto Apartment Triplex,480980,Paula,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,100,3,248,2024-08-31,1.65,4,311,11,634/AL
94701,Big TERRACE APARTMENT / city center,505473,Gundega & Antonio,PORTO,Bonfim,41.14707,-8.60109,Entire home/apt,77,3,302,2024-08-28,1.86,1,337,13,85541/AL
96394,Boat Blue Days,511741,Manuel,VILA NOVA DE GAIA,Canidelo,41.14296,-8.65203,Entire home/apt,214,1,11,2023-09-25,0.11,1,364,1,90/2015
100521,casa de praia,528145,Isabel Morgado,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07378,-8.65368,Private room,,1,0,,,1,0,0,
104045,Duplex Penthouse Apartament - 4 Bedrooms,541968,Aida,PORTO,Bonfim,41.1605,-8.59871,Entire home/apt,126,3,306,2024-07-27,1.91,1,353,12,11205/AL
105347,Minha casinha / My little house,544104,Manuel,VILA NOVA DE GAIA,Oliveira do Douro,41.12945,-8.58562,Entire home/apt,76,4,162,2024-09-08,1.18,1,284,15,135964/AL
108153,Rooms-Piscina-Praia,559704,Armando,ESPINHO,Anta e Guetim,40.99903,-8.61693,Private room,70,2,15,2024-08-26,0.15,2,365,2,10224
122362,Private house in Oporto - Portugal,613350,Olga,PORTO,Paranhos,41.17576,-8.6232,Entire home/apt,130,2,94,2024-06-02,0.77,1,333,6,17076/AL
125872,B&B - Luxury Suite with HQ private bath,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12535,-8.6142,Private room,68,2,241,2022-09-25,1.49,2,315,0,Exempt
127208,B & B  Room Yoga Garden's Place,630252,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,38,2,555,2024-09-07,3.54,1,205,35,34971/AL
128557,B&B-High Quality room 10min. walk from WineCellars,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12485,-8.6139,Private room,36,2,518,2023-10-29,3.21,2,0,3,Exempt
134570,Luxury OPO Beachfront Penthouse w/Pools,660293,Natacha,VILA NOVA DE GAIA,Madalena,41.10431,-8.66159,Entire home/apt,445,4,106,2023-10-28,0.70,1,361,1,2191/AL
139425,"Cozy flat- air cond, rooftop terrace, free parking",680010,Liana,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,82,2,264,2024-08-26,1.64,10,326,21,4833/AL
141255,Yellow House -  Casa CF,663708,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19266,-8.6615,Private room,126,3,1,2022-07-08,0.04,1,91,0,96640/AL
155127,Apartment Douro river 5 km to Porto,745984,André,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.1238,-8.54264,Entire home/apt,85,2,153,2024-08-31,1.01,1,354,24,
155723,House with EscolaSuperiorEnferma,748789,Margarida M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15854,-8.60783,Entire home/apt,,3,6,2017-08-13,0.04,1,0,0,
169321,Espaçoso e luminoso Apartamento perto de belas artes I,806826,Miguel,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,194,3,212,2024-08-13,1.36,4,165,16,5458/AL
186655,Charming Family House with Garden (6981/AL),897112,Helena,PORTO,Lordelo do Ouro e Massarelos,41.15215,-8.65248,Entire home/apt,75,3,255,2024-09-01,1.61,1,79,18,6981/AL
186946,DESIGN HOUSE OLD TOWN | BALCONY | AIRCO | RIBEIRA,898831,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,126,2,389,2024-08-31,2.46,2,289,40,52314/AL
191005,Luxury Apartment Downtown - Porto,923371,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,130,3,153,2024-08-11,1.03,2,222,17,5773/AL
207475,EcoArtistic Nest,1020922,João E Susana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12935,-8.61487,Entire home/apt,,2,9,2018-01-03,0.06,1,0,0,
208147,"Casa do Ciríaco, Casa Rural, Portugal",1024383,David,VILA DO CONDE,Fornelo e Vairão,41.326347,-8.660382,Private room,40,4,58,2024-08-24,0.52,1,98,5,Exempt
241573,class & confort downtown / poss parking,1266562,Lovely,PORTO,Bonfim,41.14776,-8.60194,Entire home/apt,173,2,224,2024-02-04,1.43,18,309,4,7235/AL
241574,apartment downtown 1 terrace,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60293,Entire home/apt,94,2,346,2023-06-30,2.22,18,300,0,6762/AL
241743,tranquility in downtown Porto,1266562,Lovely,PORTO,Bonfim,41.14661,-8.60188,Entire home/apt,87,2,162,2024-08-22,1.05,18,302,3,7233/AL
248537,Carregal Apartment,1302034,Maria De Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14738,-8.61876,Entire home/apt,85,3,358,2024-09-08,2.32,1,307,40,5400/AL
264087,Historical City Center Apartment,1385493,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.622,Entire home/apt,122,3,392,2024-08-29,2.55,2,149,42,5488/AL
265819,Porto Center Apartement - Beach 2 KM,506925,Amália,PORTO,Ramalde,41.16201,-8.63315,Entire home/apt,99,2,113,2024-08-29,0.74,1,265,10,87222/AL
266970,The peacefulness of the countryside near Oporto,1399935,Teresa E Pedro / Teresa Und Pedro,VILA NOVA DE GAIA,Avintes,41.11945,-8.54857,Entire home/apt,67,7,41,2024-08-23,0.31,2,26,1,
270094,PortoFLAT Self contained studioflat,1377045,Chris,PORTO,Ramalde,41.1608,-8.63532,Entire home/apt,55,3,79,2024-08-20,0.53,1,191,12,60563/AL
270965,Central Apartment in Porto,1418251,Júlia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15676,-8.60897,Entire home/apt,52,3,165,2024-08-25,1.11,1,353,12,7349/AL
273345,charming apartment in downtown Porto 3,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14664,-8.60389,Entire home/apt,99,2,284,2024-05-01,1.90,18,301,7,6760/AL
278886,charming apartment in downtown Porto 2,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.6023,Entire home/apt,99,2,291,2023-11-19,2.23,18,306,3,6764/AL
313017,Ribeira - Porto/ Duplex Apartment,1609420,João & Cristiana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14172,-8.61175,Entire home/apt,,1,51,2017-05-21,0.34,1,0,0,44204/AL
317546,OX Apartments- Taipas 7,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14243,-8.61849,Entire home/apt,152,1,203,2024-08-14,1.35,14,26,28,5929/AL
322277,"Secluded mountain house, 50m River Paiva",1650486,Sandra,AROUCA,Alvarenga,40.96909,-8.16228,Entire home/apt,175,7,33,2024-08-25,0.24,1,365,4,33347/AL
322467,Porto Luxury Suite,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,69,2,537,2024-09-06,3.80,5,351,34,30401/AL
366442,Portugal - Vila Do Conde! Location!,1850073,Jolene,VILA DO CONDE,Vila do Conde,41.36807,-8.75865,Entire home/apt,,2,18,2019-08-11,0.13,1,0,0,
366590,OX Apartments- Taipas 6,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14386,-8.61667,Entire home/apt,101,1,39,2024-08-28,0.26,14,21,5,5929/AL
383641,Suite in the center of Oporto,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,69,2,516,2024-09-05,3.50,5,354,22,30401/AL
386984,Fontielas Houses | House T1 with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17445,-8.35489,Entire home/apt,,4,17,2024-08-22,0.15,3,0,3,7562/AL
393987,Old city! River View! Indoor Parking!,1969579,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14236,-8.60503,Entire home/apt,78,2,452,2024-09-01,3.05,1,180,63,6946/AL
399584,Rustic House,1994633,Elisa,MAIA,São Pedro Fins,41.25363,-8.54319,Entire home/apt,180,7,125,2021-08-31,0.85,1,362,0,15346/AL
403114,Blue Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1407321577949,-8.614698318667635,Entire home/apt,124,2,189,2024-08-09,1.27,13,239,30,6852/AL
404688,Holiday Villa - Casa do Sobreiro,2016951,António Luís,GONDOMAR,Melres e Medas,41.07395,-8.41239,Entire home/apt,175,3,94,2024-08-07,0.69,1,244,4,32568/AL
411572,T0 (Studio for Peaceful Holidays by the Sea),2048592,Maria,VILA NOVA DE GAIA,São Félix da Marinha,41.03955,-8.64094,Entire home/apt,67,2,9,2024-08-22,0.36,1,364,2,
415993,"All Porto, Metro, University, Garage",2068687,Daniel & Maria,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1857,-8.60196,Entire home/apt,52,6,44,2024-09-07,0.29,2,305,16,140140/AL
424705,OX Apartments- Taipas 5,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14413,-8.61686,Entire home/apt,113,1,74,2024-08-12,0.50,14,28,14,5929/AL
429790,Just a 5minute walk from the beach!,2136541,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20166,-8.70635,Entire home/apt,38,4,159,2024-07-31,1.18,1,45,13,
437772,Facing the sea and harbor boats,2174759,Patricia,VILA DO CONDE,Vila do Conde,41.37219,-8.76001,Entire home/apt,108,2,70,2023-12-10,0.47,1,167,3,12467/AL
457924,"Oporto ""Trindade"" Romantic Studio",480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15547,-8.60837,Entire home/apt,74,2,224,2024-09-11,1.49,4,332,24,75534/AL
485699,2min walk from beach - 20min from Porto City,2404540,Marco,VILA DO CONDE,Vila do Conde,41.345,-8.75086,Entire home/apt,82,3,39,2024-07-27,0.31,1,11,5,14159/AL
486268,Solar Piedade - FANTASTIC 5 bedroom villa,2406517,Hélder,VALONGO,Alfena,41.23712,-8.53118,Entire home/apt,430,3,54,2024-09-11,0.44,1,157,14,15264/AL
819535,Clérigos Room | Historic Centre,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14576,-8.61271,Private room,83,3,940,2024-09-07,6.60,8,321,74,28177/AL
827208,Sailing boat at the beach,4338551,Aude,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1868,-8.70497,Entire home/apt,74,2,25,2024-08-28,0.18,1,362,4,228/AL
829780,Casa do Paúl - Confort &Nature in peaceful village,4346713,Dulce,AROUCA,Canelas e Espiunca,40.99082,-8.21403,Entire home/apt,185,2,62,2024-08-23,0.46,2,364,10,3515
860418,Guest-House in Trindade - Center,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15604,-8.60933,Private room,49,3,141,2024-05-13,1.04,4,267,6,49685/AL
863923,Near the City Park and the sea,1573706,Maria Julieta,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.16955,-8.6636,Private room,50,3,203,2024-09-11,1.46,1,321,17,15720/AL
870040,Home Sweet Home Oporto,4585046,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15125,-8.61461,Entire home/apt,75,2,483,2024-08-23,3.52,1,316,39,
878879,1 bedroom for 1-3 persons,2554908,Yuriy,GONDOMAR,Rio Tinto,41.17405,-8.56425,Private room,,1,0,,,1,0,0,
879013,Apartment at Ramalde metro station,4646480,Rui,PORTO,Ramalde,41.17242,-8.63871,Entire home/apt,51,30,184,2023-10-19,1.37,1,317,1,33416/AL
901441,Go2oporto @ Ribeira do Porto 1,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14022,-8.61528,Entire home/apt,216,2,71,2024-08-13,0.64,11,163,25,31834/AL
901491,Go2oporto @ Ribeira do Porto 2,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14023,-8.61512,Entire home/apt,191,2,12,2024-04-07,0.11,11,174,1,31839/AL
901558,Go2oporto @ Ribeira do Porto 3,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14021,-8.6155,Entire home/apt,210,2,18,2024-07-19,0.13,11,162,4,31843/AL
903893,OX Apartments - B Places I,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14365,-8.61753,Entire home/apt,82,1,11,2024-08-14,0.39,10,331,7,18106/AL
903967,OX Apartments - B Places II,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14142,-8.61745,Entire home/apt,85,1,23,2024-08-06,0.20,10,334,2,18107/AL
904089,OX Apartments - B Places III,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14287,-8.61613,Entire home/apt,84,1,54,2024-08-27,0.39,10,337,12,18108/AL
904277,OX Apartments - B Places V,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14156,-8.61593,Entire home/apt,124,1,85,2024-08-13,0.62,10,337,18,18110/AL
904293,OX Apartments - B Places IV,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14309,-8.61706,Entire home/apt,120,1,45,2024-08-14,0.36,10,334,3,18109/AL
904297,OX Apartments - B Places VI,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14365,-8.61752,Entire home/apt,126,1,116,2024-08-10,0.92,10,329,37,18111/AL
940770,Loft Clérigos | Historic center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14578,-8.61271,Entire home/apt,92,3,669,2024-09-09,4.81,8,334,72,26029/AL
969918,"city centre, view to Douro river, private parking",3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.60506,Entire home/apt,,3,57,2018-06-23,0.42,2,0,0,
1000044,"Room in Ribeira Porto, Douro River & D.Luis Bridge",5497765,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14025,-8.61452,Entire home/apt,135,3,199,2024-09-09,1.44,1,121,25,92876/AL
1023015,House w/pool Near the Beach-Espinho,559704,Armando,ESPINHO,Anta e Guetim,40.99886,-8.61619,Entire home/apt,80,2,111,2024-08-18,0.81,2,358,3,10224
1072112,Vitória 392 - Central Loft,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436,-8.61568,Entire home/apt,90,1,595,2024-09-11,4.30,16,307,53,4916/AL
1075476,cozy studio 3 in downtown Porto,1266562,Lovely,PORTO,Bonfim,41.14665,-8.59936,Entire home/apt,94,2,185,2023-08-25,1.41,18,319,0,109485/AL
1081354,Studio with river view by YoursPorto,1675750,YoursPorto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14245,-8.62651,Entire home/apt,165,1,751,2024-06-21,5.42,21,346,14,23424/AL
496647,OX Apartments- Taipas 1,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14466,-8.61826,Entire home/apt,107,1,20,2024-08-12,0.13,14,22,6,5929/AL
502059,Home in the geographic center Porto,2477477,Monica,PORTO,Ramalde,41.16693,-8.63799,Private room,,1,243,2018-08-27,1.63,1,0,0,
510404,Guest-House in the centre of Porto,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15605,-8.60928,Private room,49,2,173,2024-07-01,1.18,4,266,4,49685/AL
510406,Guest-House in the centre of Porto,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15194,-8.60782,Private room,49,3,220,2024-06-25,1.59,4,263,12,49685/AL
518534,RIVERTOP by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,174,1,458,2024-09-05,3.07,21,277,34,7437/AL
530692,Very spacious and bright room downtown 621 2F,2606384,Fernanda,PORTO,Bonfim,41.15145,-8.6017,Private room,26,5,47,2024-08-26,0.38,10,101,21,
536698,conforto e qualidade,784206,Ana,MAIA,Pedrouços,41.18751,-8.58391,Private room,100,1,0,,,1,365,0,
538055,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15061,-8.62086,Private room,120,2,0,,,10,264,0,5525/AL
538059,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.61971,Private room,115,2,7,2024-08-05,0.12,10,55,3,5525/AL
538061,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.61899,Private room,140,2,2,2022-07-03,0.07,10,113,0,5525/AL
538062,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004,-8.61974,Private room,,2,0,,,10,84,0,5525/AL
538064,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14857,-8.61936,Private room,161,2,0,,,10,60,0,5525/AL
538066,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15002,-8.61969,Private room,,2,1,2019-06-09,0.02,10,268,0,5525/AL
538069,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15052,-8.62127,Private room,100,2,0,,,10,258,0,5525/AL
546381,Citybreak - Apartments -  Mercados,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61413,Entire home/apt,186,1,12,2019-07-30,0.08,27,74,0,40436/AL
562251,Citybreak - Apartments - Pátio,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.141,-8.61376,Entire home/apt,249,1,37,2020-02-27,0.25,27,26,0,40626/AL
565255,Oporto Center Private Room1,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.60421,Private room,76,3,355,2024-09-02,2.40,4,342,17,
571382,Porto Leça Beach Flat in Matosinhos,2812007,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18971,-8.70026,Entire home/apt,51,3,277,2024-07-24,1.94,6,16,22,33782/AL
573687,"3º- Dream corner by waterfalls, 20 min to Porto",680010,Liana,PAREDES,Parada de Todeia,41.158642,-8.378835,Entire home/apt,106,2,30,2024-08-14,0.22,10,175,3,25639/AL
577242,Big House Near Porto and beachs,2838878,Dulce,SANTA MARIA DA FEIRA,Argoncilhe,41.02648,-8.53928,Entire home/apt,210,5,69,2024-07-10,0.48,1,244,9,
579745,Airy & Modern Beachfront Apartment,2851799,Maria C,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15304,-8.67879,Entire home/apt,95,2,342,2024-09-07,2.32,1,5,29,20531/AL
581356,"Toc Toc Studio, Fun Bijou Retreat in a Historic Building",2712090,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,80,2,564,2024-09-08,3.82,2,302,23,30100/AL
581402,Big private bedroom with private WC,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,,2,35,2019-07-31,0.24,5,0,0,AL 52876
582405,Minimalist House 2 bedrooms Porto,2868260,Henrique,PORTO,Bonfim,41.15663,-8.60033,Entire home/apt,60,4,152,2024-08-26,1.04,1,213,13,18642/AL
587499,Oporto Downtown Loft - Clérigos,2897689,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1474,-8.61528,Entire home/apt,72,2,526,2024-09-05,3.59,1,73,42,6209/AL
597262,Lavra Stay Beach & SPA (sea/pool view),2953301,Paulo,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.26498031616211,-8.720980644226074,Private room,36,2,28,2024-09-06,1.86,2,343,22,135941/AL
598806,Cozy t1 apartment in Porto city Center,2962322,Catherine,PORTO,Bonfim,41.14711,-8.59655,Entire home/apt,69,3,59,2022-09-06,0.40,1,81,0,
604702,Casa da Paz | Vintage House with garden,2993425,"Maria, Gabriela & Tiago",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,105,2,429,2024-09-13,2.93,1,203,27,34224/AL
605605,3 Room Luxury Apartment in City Centre - nr96,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.3536,-8.7428,Entire home/apt,110,2,19,2024-08-10,0.16,2,319,4,64412/AL
609453,Porto center-Priv. room w/ WC&WI-FI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,,2,73,2019-09-21,0.50,5,0,0,AL 52876
609455,Double room ensuite in the center,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.148804,-8.604039,Private room,,2,63,2019-09-21,0.43,5,0,0,AL 52876
619218,Kitchnette Studio in Porto's Downtown,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,58,2,538,2024-09-08,3.66,5,341,47,30401/AL
620462,Porto Ribeira Moments - Apartamento,3074362,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14175,-8.61355,Entire home/apt,105,3,245,2024-08-25,2.44,1,340,32,36689/AL
620628,Cedofeita Downtown | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.61796,Entire home/apt,113,3,475,2024-09-02,3.24,8,341,48,44408/AL
621663,3 Room Luxury Apartment in City Centre - nr98,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.3544,-8.7431,Entire home/apt,100,2,13,2024-08-24,0.09,2,284,3,64412/AL
621980,Kitchnette Studio in Porto's Downtown II,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,53,2,566,2024-09-08,3.84,5,342,44,30401/AL
627273,Red Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14037000043967,-8.614815012605375,Entire home/apt,154,2,460,2024-08-09,3.14,13,229,51,7293/AL
628004,Purple Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14090878421742,-8.615453225116987,Entire home/apt,124,2,220,2024-08-26,1.51,13,232,11,6851/AL
628606,Porto Downtown Apartment,3122657,Sevenwindows,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15538,-8.60717,Entire home/apt,,2,125,2020-04-05,0.85,1,0,0,62657/AL
638432,Very spacious room in townhouse downtown 1F,2606384,Fernanda,PORTO,Bonfim,41.15208435058594,-8.602394104003906,Private room,30,5,55,2024-08-24,0.41,10,180,18,
640344,Casa da Belavista 2 - Foz Velha- Porto,3197326,Luiz,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14801,-8.66768,Entire home/apt,172,360,11,2020-07-18,0.09,2,333,0,80872/AL
659341,River&Bridges apartments 1 in Porto,3326280,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13664,-8.60832,Entire home/apt,57,2,687,2024-09-09,4.77,2,195,65,2221/AL
663607,apartment 10min walking to downtown,3284341,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1587,-8.63108,Entire home/apt,71,4,85,2024-09-08,0.62,2,355,12,13618/AL
681306,Modern Flat with Patio in Historic Jewish Quarter,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14259,-8.61713,Entire home/apt,99,1,198,2024-08-01,1.36,6,290,5,7155/AL
681307,PentHouse Apartment in a Central Building,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14382,-8.61732,Entire home/apt,227,1,336,2024-09-02,2.64,6,273,33,600/AL
691479,Apartreboleira. Terrace with a view,3534864,Anne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13951,-8.61515,Entire home/apt,196,2,572,2024-09-12,3.92,2,206,71,14929-AL
692042,RIVERTOPVIEW by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,198,1,209,2024-04-21,1.44,21,303,8,14925/AL
695656,Green Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.139647952121415,-8.616435637326619,Entire home/apt,80,2,27,2024-08-17,0.20,13,240,3,7250/AL
696324,Mouzinho 134 - Historical Center - Yellow,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,270,2,463,2024-08-24,3.22,9,349,18,6482/AL
703873,Sunny bedroom near the Douro river,3614742,Rui And Sergey,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.13038,-8.60236,Private room,38,2,186,2024-08-14,1.68,1,321,14,
708484,"Little and nice inner room, Oporto",1736427,José António & Isabel,PORTO,Ramalde,41.17632,-8.62883,Private room,21,2,135,2023-09-29,1.22,1,0,3,54199/AL
713596,Apartment Arca D`água with parking,2821843,Paulo,PORTO,Paranhos,41.16992,-8.60825,Entire home/apt,,3,189,2020-08-24,1.31,1,0,0,
