id,geometry,novos_ET
Rua de Soeiro Mendes,"{'type': 'MultiLineString', 'coordinates': [[[-8.6619488, 41.1747235], [-8.6620181, 41.1749136]], [[-8.6644727, 41.1764897], [-8.6640468, 41.1764055], [-8.663689, 41.1763347]], [[-8.6636949, 41.1764719], [-8.6639869, 41.1765308]], [[-8.6639869, 41.1765308], [-8.6642273, 41.1765881], [-8.6642518, 41.1766308], [-8.664261, 41.1766932]], [[-8.6617151, 41.1749554], [-8.6619035, 41.1749598], [-8.6620641, 41.1750396]], [[-8.6620641, 41.1750396], [-8.6620363, 41.1749634]], [[-8.6620641, 41.1750396], [-8.6621292, 41.1751474]], [[-8.6620641, 41.1750396], [-8.6619035, 41.1749598], [-8.6617151, 41.1749554]], [[-8.6622937, 41.1754233], [-8.6622299, 41.1753264]], [[-8.6622937, 41.1754233], [-8.6623969, 41.1755647]], [[-8.6624189, 41.1755883], [-8.6623969, 41.1755647]], [[-8.6624189, 41.1755883], [-8.6624875, 41.1756556]], [[-8.6627996, 41.1759073], [-8.6627251, 41.1758549]], [[-8.6627996, 41.1759073], [-8.6629248, 41.1759935]], [[-8.6635883, 41.1762962], [-8.6634906, 41.1762596]], [[-8.6635883, 41.1762962], [-8.663689, 41.1763347]], [[-8.663689, 41.1763347], [-8.6635883, 41.1762962]], [[-8.663689, 41.1763347], [-8.6640468, 41.1764055], [-8.6644727, 41.1764897]], [[-8.6632347, 41.1761606], [-8.6634471, 41.1762428]], [[-8.6632347, 41.1761606], [-8.6631979, 41.1761441], [-8.6631644, 41.176129]], [[-8.6623969, 41.1755647], [-8.6622937, 41.1754233]], [[-8.6623969, 41.1755647], [-8.6624189, 41.1755883]], [[-8.6621292, 41.1751474], [-8.6620641, 41.1750396]], [[-8.6621292, 41.1751474], [-8.6621573, 41.1751945]], [[-8.6634906, 41.1762596], [-8.6634471, 41.1762428]], [[-8.6634906, 41.1762596], [-8.6635883, 41.1762962]], [[-8.6634471, 41.1762428], [-8.6632347, 41.1761606]], [[-8.6634471, 41.1762428], [-8.6634906, 41.1762596]], [[-8.6631644, 41.176129], [-8.6629614, 41.1760163]], [[-8.6631644, 41.176129], [-8.6631979, 41.1761441], [-8.6632347, 41.1761606]], [[-8.6629614, 41.1760163], [-8.6629248, 41.1759935]], [[-8.6629614, 41.1760163], [-8.6631644, 41.176129]], [[-8.6629248, 41.1759935], [-8.6627996, 41.1759073]], [[-8.6629248, 41.1759935], [-8.6629614, 41.1760163]], [[-8.6627251, 41.1758549], [-8.662691, 41.1758257]], [[-8.6627251, 41.1758549], [-8.6627996, 41.1759073]], [[-8.662691, 41.1758257], [-8.662523, 41.1756884]], [[-8.662691, 41.1758257], [-8.6627251, 41.1758549]], [[-8.662523, 41.1756884], [-8.6624875, 41.1756556]], [[-8.662523, 41.1756884], [-8.662691, 41.1758257]], [[-8.6624875, 41.1756556], [-8.6624189, 41.1755883]], [[-8.6624875, 41.1756556], [-8.662523, 41.1756884]], [[-8.6620181, 41.1749136], [-8.6619488, 41.1747235]], [[-8.6620181, 41.1749136], [-8.6620363, 41.1749634]], [[-8.6620363, 41.1749634], [-8.6620181, 41.1749136]], [[-8.6620363, 41.1749634], [-8.6620641, 41.1750396]], [[-8.6621573, 41.1751945], [-8.6621292, 41.1751474]], [[-8.6621573, 41.1751945], [-8.6622299, 41.1753264]], [[-8.6622299, 41.1753264], [-8.6621573, 41.1751945]], [[-8.6622299, 41.1753264], [-8.6622937, 41.1754233]]]}",0
Travessa de Costibela,"{'type': 'MultiLineString', 'coordinates': [[[-8.668292, 41.171417], [-8.6680844, 41.1716552]], [[-8.6680328, 41.1717144], [-8.6680844, 41.1716552]], [[-8.6680328, 41.1717144], [-8.6679296, 41.1718418]], [[-8.6680328, 41.1717144], [-8.6680508, 41.171807], [-8.6682068, 41.1719594], [-8.668315, 41.1721084]], [[-8.668315, 41.1721084], [-8.6682068, 41.1719594], [-8.6680508, 41.171807], [-8.6680328, 41.1717144]], [[-8.6676696, 41.1723015], [-8.6677075, 41.1721711], [-8.6677607, 41.1720554], [-8.6679296, 41.1718418]], [[-8.6679296, 41.1718418], [-8.6680328, 41.1717144]], [[-8.6679296, 41.1718418], [-8.6677607, 41.1720554], [-8.6677075, 41.1721711], [-8.6676696, 41.1723015]], [[-8.6680844, 41.1716552], [-8.6680328, 41.1717144]], [[-8.6680844, 41.1716552], [-8.668292, 41.171417]]]}",0
Rua do Mestre Guilherme Camarinha,"{'type': 'MultiLineString', 'coordinates': [[[-8.6011098, 41.1833917], [-8.6012067, 41.1835519]], [[-8.6010534, 41.1847863], [-8.601066, 41.18452]], [[-8.601066, 41.18452], [-8.6010534, 41.1847863]], [[-8.601066, 41.18452], [-8.6010145, 41.1842266]], [[-8.601066, 41.18452], [-8.6011115, 41.1844749], [-8.601164, 41.1844456], [-8.6012312, 41.1844191], [-8.6013078, 41.1843926]], [[-8.6026177, 41.1846786], [-8.6031157, 41.1847846]], [[-8.6026177, 41.1846786], [-8.6013078, 41.1843926]], [[-8.6010175, 41.184041], [-8.601194, 41.1835842]], [[-8.6010175, 41.184041], [-8.6009949, 41.1841519], [-8.6010145, 41.1842266]], [[-8.6033789, 41.1841232], [-8.603153, 41.1846908]], [[-8.6031157, 41.1847846], [-8.6026177, 41.1846786]], [[-8.6031157, 41.1847846], [-8.603153, 41.1846908]], [[-8.6031157, 41.1847846], [-8.6036216, 41.1848989], [-8.6037848, 41.184935], [-8.6040942, 41.1850671], [-8.6041612, 41.1850957]], [[-8.6012067, 41.1835519], [-8.601194, 41.1835842]], [[-8.6012067, 41.1835519], [-8.6014169, 41.1834646]], [[-8.6010145, 41.1842266], [-8.601066, 41.18452]], [[-8.6010145, 41.1842266], [-8.6009949, 41.1841519], [-8.6010175, 41.184041]], [[-8.6010145, 41.1842266], [-8.6010883, 41.1842998], [-8.6011574, 41.1843431], [-8.6012279, 41.1843696], [-8.6013078, 41.1843926]], [[-8.6013078, 41.1843926], [-8.6026177, 41.1846786]], [[-8.6013078, 41.1843926], [-8.6012312, 41.1844191], [-8.601164, 41.1844456], [-8.6011115, 41.1844749], [-8.601066, 41.18452]], [[-8.6013078, 41.1843926], [-8.6012279, 41.1843696], [-8.6011574, 41.1843431], [-8.6010883, 41.1842998], [-8.6010145, 41.1842266]], [[-8.6041612, 41.1850957], [-8.6040942, 41.1850671], [-8.6037848, 41.184935], [-8.6036216, 41.1848989], [-8.6031157, 41.1847846]], [[-8.601194, 41.1835842], [-8.6010175, 41.184041]], [[-8.601194, 41.1835842], [-8.6012067, 41.1835519]], [[-8.603153, 41.1846908], [-8.6031157, 41.1847846]], [[-8.603153, 41.1846908], [-8.6033789, 41.1841232]]]}",0
Travessa Doutor Barros,"{'type': 'MultiLineString', 'coordinates': [[[-8.6010534, 41.1847863], [-8.6007938, 41.1846108], [-8.6003494, 41.1843883]], [[-8.6003494, 41.1843883], [-8.6007938, 41.1846108], [-8.6010534, 41.1847863]], [[-8.6003494, 41.1843883], [-8.6003326, 41.1843799], [-8.6002944, 41.1843577]], [[-8.6002944, 41.1843577], [-8.6003326, 41.1843799], [-8.6003494, 41.1843883]]]}",0
Rua do Carriçal,"{'type': 'MultiLineString', 'coordinates': [[[-8.6133835, 41.1838273], [-8.6125513, 41.1838085], [-8.6118178, 41.1837866]], [[-8.6112381, 41.1838038], [-8.6104172, 41.1837852], [-8.6101608, 41.1837562], [-8.6096152, 41.1836837], [-8.6094987, 41.1836839]]]}",0
Travessa da Tapada de Santo António,"{'type': 'MultiLineString', 'coordinates': [[[-8.6139865, 41.1843263], [-8.6134535, 41.1842686], [-8.6133124, 41.1842586]], [[-8.6133124, 41.1842586], [-8.6134535, 41.1842686], [-8.6139865, 41.1843263]]]}",0
Rua dos Capuchinhos,"{'type': 'MultiLineString', 'coordinates': [[[-8.6167837, 41.1828025], [-8.6167938, 41.1822933]], [[-8.6167938, 41.1822933], [-8.6167837, 41.1828025]]]}",0
Avenida Flor da Rosa,"{'type': 'MultiLineString', 'coordinates': [[[-8.6176697, 41.1784569], [-8.6177705, 41.1783883], [-8.6180165, 41.1780871], [-8.6180942, 41.1779912]], [[-8.6191264, 41.1765602], [-8.6192986, 41.1763334]], [[-8.6180942, 41.1779912], [-8.6183692, 41.1776239]], [[-8.6180942, 41.1779912], [-8.6180179, 41.1779556]], [[-8.6188189, 41.1769052], [-8.6187259, 41.1770243]], [[-8.6196897, 41.1759655], [-8.619514, 41.1761875]], [[-8.6196045, 41.1759266], [-8.6194317, 41.1761564]], [[-8.6188812, 41.1769356], [-8.6189584, 41.1768392]], [[-8.6180179, 41.1779556], [-8.6180942, 41.1779912]], [[-8.6180179, 41.1779556], [-8.6176997, 41.1783576], [-8.6176697, 41.1784569]], [[-8.6188903, 41.1768088], [-8.6188189, 41.1769052]], [[-8.6189584, 41.1768392], [-8.6191216, 41.1766212], [-8.6191613, 41.1765743]], [[-8.6187259, 41.1770243], [-8.6185566, 41.177247]], [[-8.6187938, 41.1770566], [-8.6188812, 41.1769356]], [[-8.6185566, 41.177247], [-8.618386, 41.1774713]], [[-8.6182897, 41.177598], [-8.6180179, 41.1779556]], [[-8.6183692, 41.1776239], [-8.6184593, 41.1775035]], [[-8.6186276, 41.1772786], [-8.6187938, 41.1770566]], [[-8.6184593, 41.1775035], [-8.6186276, 41.1772786]], [[-8.6184593, 41.1775035], [-8.618386, 41.1774713]], [[-8.618386, 41.1774713], [-8.6184593, 41.1775035]], [[-8.618386, 41.1774713], [-8.6182897, 41.177598]], [[-8.619053, 41.1765296], [-8.6192253, 41.1763039]], [[-8.619514, 41.1761875], [-8.6196897, 41.1759655]], [[-8.619514, 41.1761875], [-8.6194614, 41.1762532]], [[-8.619514, 41.1761875], [-8.6194317, 41.1761564]], [[-8.6194317, 41.1761564], [-8.6192986, 41.1763334]], [[-8.6194317, 41.1761564], [-8.6196045, 41.1759266]], [[-8.6194317, 41.1761564], [-8.6193587, 41.1761289]], [[-8.6194317, 41.1761564], [-8.619514, 41.1761875]], [[-8.6193587, 41.1761289], [-8.6195386, 41.1758953]], [[-8.6193587, 41.1761289], [-8.6192253, 41.1763039]], [[-8.6193587, 41.1761289], [-8.6194317, 41.1761564]], [[-8.6193733, 41.1763632], [-8.6194614, 41.1762532]], [[-8.6193733, 41.1763632], [-8.6191966, 41.1765885]], [[-8.6193733, 41.1763632], [-8.6192986, 41.1763334]], [[-8.6192986, 41.1763334], [-8.6191264, 41.1765602]], [[-8.6192986, 41.1763334], [-8.6194317, 41.1761564]], [[-8.6192986, 41.1763334], [-8.6192253, 41.1763039]], [[-8.6192986, 41.1763334], [-8.6193733, 41.1763632]], [[-8.6192253, 41.1763039], [-8.6193587, 41.1761289]], [[-8.6192253, 41.1763039], [-8.619053, 41.1765296]], [[-8.6192253, 41.1763039], [-8.6192986, 41.1763334]], [[-8.6190955, 41.1765473], [-8.6190572, 41.1765948], [-8.6188903, 41.1768088]], [[-8.6191966, 41.1765885], [-8.6193733, 41.1763632]], [[-8.6194614, 41.1762532], [-8.619514, 41.1761875]], [[-8.6194614, 41.1762532], [-8.6193733, 41.1763632]], [[-8.6195386, 41.1758953], [-8.6193587, 41.1761289]]]}",0
Largo Palmira Malheiro,"{'type': 'MultiLineString', 'coordinates': [[[-8.6184577, 41.1785902], [-8.6183487, 41.1790774], [-8.6174834, 41.1790176], [-8.6174085, 41.1790039], [-8.6173835, 41.1789612], [-8.6175288, 41.1786945], [-8.6176697, 41.1784569]]]}",0
Rua Nova do Tronco,"{'type': 'MultiLineString', 'coordinates': [[[-8.61357, 41.1825532], [-8.6136684, 41.1825507], [-8.6151628, 41.1824323], [-8.6167938, 41.1822933]], [[-8.6167938, 41.1822933], [-8.6170255, 41.1822654], [-8.6173153, 41.182207], [-8.6175242, 41.1820898], [-8.6176379, 41.1819818], [-8.6177172, 41.1818326], [-8.6177438, 41.1817009], [-8.6177844, 41.1811149]], [[-8.6167938, 41.1822933], [-8.6151628, 41.1824323], [-8.6136684, 41.1825507], [-8.61357, 41.1825532]], [[-8.6177844, 41.1811149], [-8.6177939, 41.1810679], [-8.6178131, 41.1810112], [-8.6183944, 41.1797048], [-8.6184218, 41.1796178], [-8.6184558, 41.1792806], [-8.6184782, 41.1791947], [-8.6186217, 41.1787788], [-8.6186425, 41.178687], [-8.6186145, 41.1786124]], [[-8.6177844, 41.1811149], [-8.6177438, 41.1817009], [-8.6177172, 41.1818326], [-8.6176379, 41.1819818], [-8.6175242, 41.1820898], [-8.6173153, 41.182207], [-8.6170255, 41.1822654], [-8.6167938, 41.1822933]], [[-8.6186145, 41.1786124], [-8.6186425, 41.178687], [-8.6186217, 41.1787788], [-8.6184782, 41.1791947], [-8.6184558, 41.1792806], [-8.6184218, 41.1796178], [-8.6183944, 41.1797048], [-8.6178131, 41.1810112], [-8.6177939, 41.1810679], [-8.6177844, 41.1811149]]]}",0
Praça das Violetas,"{'type': 'MultiLineString', 'coordinates': [[[-8.6198647, 41.1760388], [-8.6196897, 41.1759655]], [[-8.6198647, 41.1760388], [-8.619821, 41.175663]], [[-8.6193677, 41.175817], [-8.6195386, 41.1758953]], [[-8.619821, 41.175663], [-8.6193677, 41.175817]], [[-8.6196897, 41.1759655], [-8.6198647, 41.1760388]], [[-8.6196897, 41.1759655], [-8.6196045, 41.1759266]], [[-8.6196045, 41.1759266], [-8.6196897, 41.1759655]], [[-8.6196045, 41.1759266], [-8.6195386, 41.1758953]], [[-8.6195386, 41.1758953], [-8.6196045, 41.1759266]]]}",0
Rua Amândio Galhano,"{'type': 'MultiLineString', 'coordinates': [[[-8.5993444, 41.1829043], [-8.5992931, 41.1830205]], [[-8.5992931, 41.1830205], [-8.5991007, 41.1834563]], [[-8.5992931, 41.1830205], [-8.5993444, 41.1829043]], [[-8.5990159, 41.1836389], [-8.5990886, 41.1834843]], [[-8.5990886, 41.1834843], [-8.5990159, 41.1836389]], [[-8.5990886, 41.1834843], [-8.5991007, 41.1834563]], [[-8.5991007, 41.1834563], [-8.5990886, 41.1834843]], [[-8.5991007, 41.1834563], [-8.5992931, 41.1830205]]]}",0
Rua do Doutor Manuel Pereira da Silva,"{'type': 'MultiLineString', 'coordinates': [[[-8.5995986, 41.1772548], [-8.5994999, 41.1771896]], [[-8.5994999, 41.1771896], [-8.5995986, 41.1772548]], [[-8.5994999, 41.1771896], [-8.5993548, 41.1770938], [-8.5992668, 41.1771146], [-8.5991389, 41.1768078], [-8.598649, 41.1766595]], [[-8.598649, 41.1766595], [-8.598446, 41.1766032], [-8.5982079, 41.17654], [-8.5978217, 41.1764384], [-8.5976103, 41.1764086]], [[-8.598649, 41.1766595], [-8.5991389, 41.1768078], [-8.5992668, 41.1771146], [-8.5993548, 41.1770938], [-8.5994999, 41.1771896]], [[-8.5976103, 41.1764086], [-8.5978217, 41.1764384], [-8.5982079, 41.17654], [-8.598446, 41.1766032], [-8.598649, 41.1766595]], [[-8.5976103, 41.1764086], [-8.5975527, 41.176474], [-8.5974774, 41.1765188], [-8.5974085, 41.1765516], [-8.597356, 41.1766011], [-8.597331, 41.1766882], [-8.5973224, 41.1767607], [-8.5973042, 41.1768105], [-8.597307, 41.176893], [-8.5973151, 41.17695], [-8.5972618, 41.1772628]], [[-8.5972618, 41.1772628], [-8.5973151, 41.17695], [-8.597307, 41.176893], [-8.5973042, 41.1768105], [-8.5973224, 41.1767607], [-8.597331, 41.1766882], [-8.597356, 41.1766011], [-8.5974085, 41.1765516], [-8.5974774, 41.1765188], [-8.5975527, 41.176474], [-8.5976103, 41.1764086]]]}",0
Rua Professor António Cruz,"{'type': 'MultiLineString', 'coordinates': [[[-8.5866386, 41.174221], [-8.5867205, 41.1742427], [-8.5884461, 41.1746988], [-8.5885687, 41.1747312]], [[-8.5885687, 41.1747312], [-8.5887197, 41.1747692], [-8.5891971, 41.1748892]], [[-8.5885687, 41.1747312], [-8.5884461, 41.1746988], [-8.5867205, 41.1742427], [-8.5866386, 41.174221]], [[-8.5891971, 41.1748892], [-8.589173, 41.1749936]], [[-8.5891971, 41.1748892], [-8.5898737, 41.1750306], [-8.5903538, 41.1752359], [-8.5904626, 41.1752997]], [[-8.5891971, 41.1748892], [-8.5887197, 41.1747692], [-8.5885687, 41.1747312]], [[-8.5904626, 41.1752997], [-8.5904193, 41.1753633]], [[-8.5904626, 41.1752997], [-8.5913116, 41.1755435]], [[-8.5904626, 41.1752997], [-8.5903538, 41.1752359], [-8.5898737, 41.1750306], [-8.5891971, 41.1748892]], [[-8.5904193, 41.1753633], [-8.5904626, 41.1752997]], [[-8.5904193, 41.1753633], [-8.5903942, 41.1753877], [-8.5903639, 41.1754081], [-8.5903255, 41.1754181], [-8.590287, 41.1754228], [-8.5902096, 41.1754267], [-8.5901536, 41.1754258], [-8.5901064, 41.1754236], [-8.5900156, 41.1754138], [-8.5897794, 41.1753532], [-8.589545, 41.1752726], [-8.5893973, 41.1752185], [-8.5892644, 41.1751555], [-8.5891858, 41.175101], [-8.5891704, 41.1750639], [-8.5891691, 41.1750269], [-8.589173, 41.1749936]], [[-8.591672, 41.1756586], [-8.5915237, 41.1756057]], [[-8.5913116, 41.1755435], [-8.5915237, 41.1756057]], [[-8.5913116, 41.1755435], [-8.5904626, 41.1752997]], [[-8.589173, 41.1749936], [-8.5891971, 41.1748892]], [[-8.589173, 41.1749936], [-8.5891691, 41.1750269], [-8.5891704, 41.1750639], [-8.5891858, 41.175101], [-8.5892644, 41.1751555], [-8.5893973, 41.1752185], [-8.589545, 41.1752726], [-8.5897794, 41.1753532], [-8.5900156, 41.1754138], [-8.5901064, 41.1754236], [-8.5901536, 41.1754258], [-8.5902096, 41.1754267], [-8.590287, 41.1754228], [-8.5903255, 41.1754181], [-8.5903639, 41.1754081], [-8.5903942, 41.1753877], [-8.5904193, 41.1753633]], [[-8.5915237, 41.1756057], [-8.591672, 41.1756586]], [[-8.5915237, 41.1756057], [-8.5913116, 41.1755435]]]}",0
Rua da Igreja da Areosa,"{'type': 'MultiLineString', 'coordinates': [[[-8.5859292, 41.1757682], [-8.586944, 41.1760578]], [[-8.587832, 41.1762933], [-8.5877996, 41.1762849], [-8.587671, 41.1762493], [-8.5876014, 41.1762283]], [[-8.5876014, 41.1762283], [-8.586944, 41.1760578]], [[-8.5876014, 41.1762283], [-8.587671, 41.1762493], [-8.5877996, 41.1762849], [-8.587832, 41.1762933]], [[-8.586944, 41.1760578], [-8.5876014, 41.1762283]], [[-8.586944, 41.1760578], [-8.5859292, 41.1757682]]]}",0
Rua do Vouga,"{'type': 'MultiLineString', 'coordinates': [[[-8.5987414, 41.1729881], [-8.5989982, 41.1729017]], [[-8.5987414, 41.1729881], [-8.5984416, 41.1730918], [-8.5981632, 41.1731881], [-8.5980695, 41.1732205]], [[-8.5995017, 41.1727266], [-8.5989982, 41.1729017]], [[-8.5989982, 41.1729017], [-8.5987414, 41.1729881]], [[-8.5989982, 41.1729017], [-8.5995017, 41.1727266]]]}",0
Rua do Corgo,"{'type': 'MultiLineString', 'coordinates': [[[-8.5992093, 41.1737693], [-8.5994698, 41.1736762]], [[-8.5985032, 41.174002], [-8.5992093, 41.1737693]], [[-8.6005068, 41.1733306], [-8.5999662, 41.1735139]], [[-8.5999662, 41.1735139], [-8.5994698, 41.1736762]], [[-8.5999662, 41.1735139], [-8.6005068, 41.1733306]], [[-8.5994698, 41.1736762], [-8.5992093, 41.1737693]], [[-8.5994698, 41.1736762], [-8.5999662, 41.1735139]]]}",0
Rua do Actor Eduardo Brazão,"{'type': 'MultiLineString', 'coordinates': [[[-8.5989768, 41.1747749], [-8.5989086, 41.1746637]], [[-8.5980695, 41.1732205], [-8.5980368, 41.1731646], [-8.5975495, 41.1723318], [-8.5975134, 41.1722701]], [[-8.5985032, 41.174002], [-8.5984661, 41.1739383]], [[-8.5989086, 41.1746637], [-8.5985032, 41.174002]], [[-8.5984661, 41.1739383], [-8.5980695, 41.1732205]]]}",0
Rua do Doutor Eduardo Santos Silva,"{'type': 'MultiLineString', 'coordinates': [[[-8.5880079, 41.1775001], [-8.5880181, 41.1774641], [-8.5880211, 41.1774265], [-8.5880172, 41.1773881], [-8.5879909, 41.1772727], [-8.5878164, 41.1765079]], [[-8.5880079, 41.1775001], [-8.5879925, 41.177533], [-8.5879736, 41.177562], [-8.5879259, 41.1776077]], [[-8.5877111, 41.1777704], [-8.5879259, 41.1776077]], [[-8.5877111, 41.1777704], [-8.5875875, 41.1778649], [-8.587542, 41.1778997]], [[-8.5837599, 41.1812236], [-8.5838461, 41.1811448], [-8.583875, 41.1811099], [-8.5851364, 41.1799952]], [[-8.5857031, 41.1794743], [-8.585542, 41.1796144]], [[-8.5857031, 41.1794743], [-8.5862747, 41.1789624], [-8.5868127, 41.1784909]], [[-8.5868494, 41.1784587], [-8.587542, 41.1778997]], [[-8.5868494, 41.1784587], [-8.5868127, 41.1784909]], [[-8.5879259, 41.1776077], [-8.5877111, 41.1777704]], [[-8.5879259, 41.1776077], [-8.5879736, 41.177562], [-8.5879925, 41.177533], [-8.5880079, 41.1775001]], [[-8.587832, 41.1762933], [-8.587894, 41.1761636], [-8.5884237, 41.1750555]], [[-8.587832, 41.1762933], [-8.5878151, 41.1763563], [-8.5878067, 41.1764052], [-8.5878069, 41.1764442], [-8.5878106, 41.1764753], [-8.5878164, 41.1765079]], [[-8.5885687, 41.1747312], [-8.5885257, 41.1748289], [-8.5884483, 41.1750046]], [[-8.5851364, 41.1799952], [-8.585542, 41.1796144]], [[-8.5851364, 41.1799952], [-8.583875, 41.1811099], [-8.5838461, 41.1811448], [-8.5837599, 41.1812236]], [[-8.585542, 41.1796144], [-8.5857031, 41.1794743]], [[-8.585542, 41.1796144], [-8.5851364, 41.1799952]], [[-8.587542, 41.1778997], [-8.5868494, 41.1784587]], [[-8.587542, 41.1778997], [-8.5875875, 41.1778649], [-8.5877111, 41.1777704]], [[-8.5884483, 41.1750046], [-8.5884237, 41.1750555]], [[-8.5884483, 41.1750046], [-8.5885257, 41.1748289], [-8.5885687, 41.1747312]], [[-8.5884237, 41.1750555], [-8.5884483, 41.1750046]], [[-8.5884237, 41.1750555], [-8.587894, 41.1761636], [-8.587832, 41.1762933]], [[-8.5878164, 41.1765079], [-8.5878106, 41.1764753], [-8.5878069, 41.1764442], [-8.5878067, 41.1764052], [-8.5878151, 41.1763563], [-8.587832, 41.1762933]], [[-8.5878164, 41.1765079], [-8.5879909, 41.1772727], [-8.5880172, 41.1773881], [-8.5880211, 41.1774265], [-8.5880181, 41.1774641], [-8.5880079, 41.1775001]], [[-8.5868127, 41.1784909], [-8.5868494, 41.1784587]], [[-8.5868127, 41.1784909], [-8.5862747, 41.1789624], [-8.5857031, 41.1794743]]]}",0
Rua Henrique de Sousa Reis,"{'type': 'MultiLineString', 'coordinates': [[[-8.5880079, 41.1775001], [-8.5880865, 41.1775064], [-8.5882421, 41.1774963], [-8.5901329, 41.1772925]], [[-8.5932904, 41.1769502], [-8.5931895, 41.1769279], [-8.5931617, 41.1769211], [-8.5931403, 41.1769135], [-8.5931206, 41.1769048], [-8.5931, 41.1768893], [-8.5930818, 41.1768715], [-8.5930632, 41.1768493], [-8.5930492, 41.176833], [-8.5930322, 41.1768203], [-8.5930121, 41.176811], [-8.5929891, 41.1768048], [-8.5929646, 41.1768066], [-8.5929146, 41.1768101], [-8.5927943, 41.1768209]], [[-8.5927943, 41.1768209], [-8.5926397, 41.1768099], [-8.5917511, 41.1769177], [-8.5917163, 41.1769289], [-8.5916927, 41.176944], [-8.5916753, 41.1769637], [-8.5916679, 41.1769965]], [[-8.5928554, 41.1770059], [-8.5929166, 41.1770169], [-8.5929731, 41.177021], [-8.5930138, 41.1770154], [-8.5930438, 41.1770052], [-8.5930717, 41.1769933], [-8.5930965, 41.1769826], [-8.5931192, 41.1769746], [-8.5931441, 41.1769677], [-8.5932211, 41.1769572], [-8.5932904, 41.1769502]], [[-8.5928554, 41.1770059], [-8.5929701, 41.176991], [-8.5930035, 41.1769824], [-8.5930182, 41.1769767], [-8.5930315, 41.1769699], [-8.5930475, 41.176957], [-8.5930568, 41.1769411], [-8.5930586, 41.1769213], [-8.593053, 41.1769004], [-8.5930452, 41.1768853], [-8.5930288, 41.1768712], [-8.5930035, 41.176857], [-8.5929721, 41.1768479], [-8.5927943, 41.1768209]], [[-8.5915102, 41.1771457], [-8.5912441, 41.1771763]], [[-8.5915102, 41.1771457], [-8.5915997, 41.1771445], [-8.5918876, 41.1771169], [-8.5919378, 41.1771067], [-8.5919773, 41.1770956]], [[-8.5916679, 41.1769965], [-8.5916628, 41.1770498], [-8.5916566, 41.1770718], [-8.5916433, 41.1770913], [-8.5916248, 41.1771048], [-8.5916015, 41.1771175], [-8.5915102, 41.1771457]], [[-8.5916679, 41.1769965], [-8.5916837, 41.1770371], [-8.5917014, 41.17706], [-8.5917189, 41.177072], [-8.5917364, 41.1770809], [-8.5917568, 41.1770898], [-8.5917814, 41.1770965], [-8.5918476, 41.1770995], [-8.5918902, 41.1770988], [-8.5919773, 41.1770956]], [[-8.5909057, 41.1772139], [-8.5902987, 41.1772784]], [[-8.5909057, 41.1772139], [-8.5912441, 41.1771763]], [[-8.5912441, 41.1771763], [-8.5909057, 41.1772139]], [[-8.5912441, 41.1771763], [-8.5915102, 41.1771457]], [[-8.5902987, 41.1772784], [-8.5901329, 41.1772925]], [[-8.5902987, 41.1772784], [-8.5909057, 41.1772139]], [[-8.5901329, 41.1772925], [-8.5902987, 41.1772784]], [[-8.5901329, 41.1772925], [-8.5882421, 41.1774963], [-8.5880865, 41.1775064], [-8.5880079, 41.1775001]], [[-8.5919773, 41.1770956], [-8.5928554, 41.1770059]]]}",0
Rua do Doutor Júlio de Matos,"{'type': 'MultiLineString', 'coordinates': [[[-8.5941911, 41.1754256], [-8.5948554, 41.1756709]], [[-8.5948554, 41.1756709], [-8.5941911, 41.1754256]], [[-8.5948554, 41.1756709], [-8.5950371, 41.1756851], [-8.595303, 41.1756832], [-8.5953526, 41.1756863], [-8.5953893, 41.1756954], [-8.5954173, 41.1757139], [-8.5954324, 41.1757397], [-8.5954566, 41.1758086], [-8.5954971, 41.1759623]], [[-8.5948554, 41.1756709], [-8.5954009, 41.1758852], [-8.5954971, 41.1759623]], [[-8.5954971, 41.1759623], [-8.5954566, 41.1758086], [-8.5954324, 41.1757397], [-8.5954173, 41.1757139], [-8.5953893, 41.1756954], [-8.5953526, 41.1756863], [-8.595303, 41.1756832], [-8.5950371, 41.1756851], [-8.5948554, 41.1756709]], [[-8.5954971, 41.1759623], [-8.5954009, 41.1758852], [-8.5948554, 41.1756709]], [[-8.5954971, 41.1759623], [-8.595615, 41.1760302], [-8.5958255, 41.1760963], [-8.595981, 41.1761149], [-8.5964551, 41.1760897]], [[-8.5964551, 41.1760897], [-8.595981, 41.1761149], [-8.5958255, 41.1760963], [-8.595615, 41.1760302], [-8.5954971, 41.1759623]], [[-8.5964551, 41.1760897], [-8.5970516, 41.1760698], [-8.5972999, 41.1760764], [-8.5975108, 41.1763998], [-8.5976103, 41.1764086]], [[-8.5976103, 41.1764086], [-8.5975108, 41.1763998], [-8.5972999, 41.1760764], [-8.5970516, 41.1760698], [-8.5964551, 41.1760897]]]}",0
