id,geometry,novos_ET
Rua do Progresso,"{'type': 'MultiLineString', 'coordinates': [[[-8.6487086, 41.1526308], [-8.6486399, 41.1526182], [-8.6473533, 41.1523824]], [[-8.6473533, 41.1523824], [-8.6486399, 41.1526182], [-8.6487086, 41.1526308]]]}",0
Rua de Arnaldo Leite,"{'type': 'MultiLineString', 'coordinates': [[[-8.6473533, 41.1523824], [-8.6474117, 41.1521568], [-8.6474295, 41.1519936], [-8.6474123, 41.1518156], [-8.6473998, 41.1516743], [-8.6473892, 41.1515022], [-8.6474604, 41.1513318], [-8.6475143, 41.151145], [-8.6475346, 41.1509506], [-8.6474988, 41.150859], [-8.647423, 41.1507947]], [[-8.647423, 41.1507947], [-8.6474988, 41.150859], [-8.6475346, 41.1509506], [-8.6475143, 41.151145], [-8.6474604, 41.1513318], [-8.6473892, 41.1515022], [-8.6473998, 41.1516743], [-8.6474123, 41.1518156], [-8.6474295, 41.1519936], [-8.6474117, 41.1521568], [-8.6473533, 41.1523824]]]}",0
Rua da Arrábida,"{'type': 'MultiLineString', 'coordinates': [[[-8.6473533, 41.1523824], [-8.6470512, 41.1523266], [-8.6469145, 41.1522869], [-8.646857, 41.1522599], [-8.6468067, 41.1522238], [-8.6467564, 41.1521803], [-8.6467018, 41.1521193], [-8.6466352, 41.1520131], [-8.6464684, 41.1516412], [-8.6464458, 41.151604], [-8.6464105, 41.151571], [-8.6460223, 41.1514096]], [[-8.6430551, 41.1487234], [-8.6431189, 41.1488401], [-8.6433747, 41.1490474]], [[-8.6433747, 41.1490474], [-8.6431189, 41.1488401], [-8.6430551, 41.1487234]], [[-8.6433747, 41.1490474], [-8.6436908, 41.149311], [-8.6439684, 41.1495477], [-8.6441752, 41.1497071], [-8.6445713, 41.1499866], [-8.6448371, 41.1501975]], [[-8.6460223, 41.1514096], [-8.6457901, 41.1512921], [-8.6455069, 41.1511693], [-8.6453609, 41.1510788], [-8.6453053, 41.1510322]], [[-8.6460223, 41.1514096], [-8.6464105, 41.151571], [-8.6464458, 41.151604], [-8.6464684, 41.1516412], [-8.6466352, 41.1520131], [-8.6467018, 41.1521193], [-8.6467564, 41.1521803], [-8.6468067, 41.1522238], [-8.646857, 41.1522599], [-8.6469145, 41.1522869], [-8.6470512, 41.1523266], [-8.6473533, 41.1523824]], [[-8.6448371, 41.1501975], [-8.6445713, 41.1499866], [-8.6441752, 41.1497071], [-8.6439684, 41.1495477], [-8.6436908, 41.149311], [-8.6433747, 41.1490474]], [[-8.6448371, 41.1501975], [-8.6448631, 41.1502322], [-8.6450262, 41.1504713], [-8.6451979, 41.1508462], [-8.6453053, 41.1510322]], [[-8.6453053, 41.1510322], [-8.6451979, 41.1508462], [-8.6450262, 41.1504713], [-8.6448631, 41.1502322], [-8.6448371, 41.1501975]], [[-8.6453053, 41.1510322], [-8.6453609, 41.1510788], [-8.6455069, 41.1511693], [-8.6457901, 41.1512921], [-8.6460223, 41.1514096]]]}",0
Rua Júlio Lourenço Pinto,"{'type': 'MultiLineString', 'coordinates': [[[-8.6473533, 41.1523824], [-8.6472832, 41.1526424], [-8.6472213, 41.1527923], [-8.6471376, 41.1529272], [-8.6469989, 41.1530726], [-8.6468286, 41.1531972], [-8.6467832, 41.1532229]], [[-8.646017, 41.1534759], [-8.6461488, 41.1534407], [-8.6463321, 41.1533937], [-8.6463995, 41.1533732]], [[-8.6463995, 41.1533732], [-8.6465408, 41.1533302], [-8.6466916, 41.1532748], [-8.6467832, 41.1532229]], [[-8.6463995, 41.1533732], [-8.6463321, 41.1533937], [-8.6461488, 41.1534407], [-8.646017, 41.1534759]], [[-8.6467832, 41.1532229], [-8.6468286, 41.1531972], [-8.6469989, 41.1530726], [-8.6471376, 41.1529272], [-8.6472213, 41.1527923], [-8.6472832, 41.1526424], [-8.6473533, 41.1523824]], [[-8.6467832, 41.1532229], [-8.6466916, 41.1532748], [-8.6465408, 41.1533302], [-8.6463995, 41.1533732]]]}",0
Rua do Gólgota,"{'type': 'MultiLineString', 'coordinates': [[[-8.6346888, 41.1496681], [-8.6346622, 41.1496421]], [[-8.6344234, 41.1524621], [-8.6344263, 41.1523702]], [[-8.6340126, 41.148576], [-8.6340554, 41.148578], [-8.6341476, 41.1486603], [-8.6341819, 41.1486994], [-8.6341898, 41.1487384], [-8.6341509, 41.1489629], [-8.6341263, 41.1490889], [-8.6340934, 41.1491661], [-8.6340565, 41.1492241], [-8.6340409, 41.1492648], [-8.6340583, 41.1493116], [-8.6340611, 41.1493713]], [[-8.6340611, 41.1493713], [-8.6340583, 41.1493116], [-8.6340409, 41.1492648], [-8.6340565, 41.1492241], [-8.6340934, 41.1491661], [-8.6341263, 41.1490889], [-8.6341509, 41.1489629], [-8.6341898, 41.1487384], [-8.6341819, 41.1486994], [-8.6341476, 41.1486603], [-8.6340554, 41.148578], [-8.6340126, 41.148576]], [[-8.6340611, 41.1493713], [-8.6341169, 41.1493675], [-8.6342078, 41.1493655], [-8.6342964, 41.1493804], [-8.6343453, 41.1493931], [-8.6343896, 41.1494128], [-8.6345289, 41.1495115], [-8.6346622, 41.1496421]], [[-8.6346622, 41.1496421], [-8.6346888, 41.1496681]], [[-8.6346622, 41.1496421], [-8.6345289, 41.1495115], [-8.6343896, 41.1494128], [-8.6343453, 41.1493931], [-8.6342964, 41.1493804], [-8.6342078, 41.1493655], [-8.6341169, 41.1493675], [-8.6340611, 41.1493713]], [[-8.6344263, 41.1523702], [-8.6344371, 41.1520188], [-8.6344429, 41.1518666]], [[-8.634458, 41.1514717], [-8.6344657, 41.1512685], [-8.6344891, 41.1512052], [-8.6345618, 41.1511466]], [[-8.6344429, 41.1518666], [-8.634458, 41.1514717]]]}",0
Rua da Areosa,"{'type': 'MultiLineString', 'coordinates': [[[-8.5856706, 41.176213], [-8.5859737, 41.1764939], [-8.5861437, 41.1767042]], [[-8.5868494, 41.1784587], [-8.5864753, 41.1771239], [-8.5861437, 41.1767042]], [[-8.5861437, 41.1767042], [-8.5864753, 41.1771239], [-8.5868494, 41.1784587]], [[-8.5861437, 41.1767042], [-8.5859737, 41.1764939], [-8.5856706, 41.176213]]]}",0
Rua da Encarnação,"{'type': 'MultiLineString', 'coordinates': [[[-8.5842765, 41.1739354], [-8.5836311, 41.1737583]], [[-8.5836311, 41.1737583], [-8.5830034, 41.1735703]], [[-8.5830034, 41.1735703], [-8.5836311, 41.1737583]]]}",0
Rua de Contumil,"{'type': 'MultiLineString', 'coordinates': [[[-8.5860533, 41.1687008], [-8.5860194, 41.1686956], [-8.585904, 41.168678]], [[-8.585357, 41.1685946], [-8.5852019, 41.1685702]], [[-8.5847286, 41.1684973], [-8.5835532, 41.1684123]], [[-8.5879962, 41.1693025], [-8.5877597, 41.1692134], [-8.587417, 41.1690842], [-8.5873088, 41.1690442]], [[-8.5820812, 41.1683147], [-8.5818114, 41.1680729]], [[-8.5820812, 41.1683147], [-8.5822942, 41.1683172], [-8.5835532, 41.1684123]], [[-8.5818114, 41.1680729], [-8.5820812, 41.1683147]], [[-8.5818114, 41.1680729], [-8.58202, 41.1678543], [-8.5821861, 41.1676465]], [[-8.5821792, 41.1665494], [-8.5819271, 41.1664024], [-8.5814926, 41.166139], [-8.5813169, 41.1660183]], [[-8.5822508, 41.1675194], [-8.5824282, 41.167072], [-8.5824292, 41.1670277], [-8.5823423, 41.1668571], [-8.5821792, 41.1665494]], [[-8.5835532, 41.1684123], [-8.5847286, 41.1684973]], [[-8.5835532, 41.1684123], [-8.5822942, 41.1683172], [-8.5820812, 41.1683147]], [[-8.587297, 41.1688492], [-8.5871628, 41.1688474]], [[-8.587221, 41.1690076], [-8.5871328, 41.1689658]], [[-8.5869038, 41.1688428], [-8.5867378, 41.1688151]], [[-8.580297, 41.1649284], [-8.5803002, 41.1649809], [-8.5803722, 41.1650399], [-8.5804505, 41.1651038], [-8.5804473, 41.1651579], [-8.5800511, 41.1654707], [-8.5798777, 41.1656393]], [[-8.580297, 41.1649284], [-8.5803582, 41.164875], [-8.5804119, 41.1648459], [-8.5804699, 41.1648451], [-8.5806739, 41.1649421], [-8.5807769, 41.1650027], [-8.5808083, 41.165032], [-8.580821, 41.1650634], [-8.5810121, 41.1656186], [-8.5811003, 41.1658917], [-8.5811336, 41.1659415]], [[-8.5798777, 41.1656393], [-8.5800511, 41.1654707], [-8.5804473, 41.1651579], [-8.5804505, 41.1651038], [-8.5803722, 41.1650399], [-8.5803002, 41.1649809], [-8.580297, 41.1649284]], [[-8.5811336, 41.1659415], [-8.5811003, 41.1658917], [-8.5810121, 41.1656186], [-8.580821, 41.1650634], [-8.5808083, 41.165032], [-8.5807769, 41.1650027], [-8.5806739, 41.1649421], [-8.5804699, 41.1648451], [-8.5804119, 41.1648459], [-8.5803582, 41.164875], [-8.580297, 41.1649284]], [[-8.5821861, 41.1676465], [-8.5822508, 41.1675194]], [[-8.5813169, 41.1660183], [-8.5812765, 41.1659906], [-8.5811336, 41.1659415]], [[-8.5871328, 41.1689658], [-8.5869038, 41.1688428]], [[-8.5867378, 41.1688151], [-8.5860533, 41.1687008]], [[-8.5871628, 41.1688474], [-8.5869038, 41.1688428]], [[-8.5852019, 41.1685702], [-8.5850155, 41.1685408]], [[-8.5850155, 41.1685408], [-8.584901, 41.1685228], [-8.5847286, 41.1684973]], [[-8.585904, 41.168678], [-8.585357, 41.1685946]], [[-8.5873088, 41.1690442], [-8.587221, 41.1690076]]]}",0
Rua de Belém,"{'type': 'MultiLineString', 'coordinates': [[[-8.585357, 41.1685946], [-8.585338, 41.1686719], [-8.5852874, 41.1688778]], [[-8.5837966, 41.1720283], [-8.5835548, 41.1724894]], [[-8.5830034, 41.1735703], [-8.582944, 41.1737044], [-8.5829166, 41.1737532], [-8.5828806, 41.1738174]], [[-8.5847817, 41.1700677], [-8.5847513, 41.1701272], [-8.5843904, 41.1708325], [-8.5841911, 41.1712373]], [[-8.5828806, 41.1738174], [-8.582797, 41.1740005]], [[-8.5835548, 41.1724894], [-8.5830034, 41.1735703]], [[-8.5852874, 41.1688778], [-8.5852036, 41.1692185], [-8.584816, 41.1699986], [-8.5847817, 41.1700677]], [[-8.5841911, 41.1712373], [-8.5840889, 41.1714447], [-8.5837966, 41.1720283]]]}",0
Rua de Alcântara,"{'type': 'MultiLineString', 'coordinates': [[[-8.5834872, 41.1740228], [-8.5835239, 41.1739554], [-8.5836311, 41.1737583]], [[-8.5842969, 41.1724402], [-8.5844178, 41.1722025]], [[-8.5844178, 41.1722025], [-8.5847726, 41.171498], [-8.58481, 41.1714236]], [[-8.5841719, 41.1726719], [-8.5842969, 41.1724402]], [[-8.58481, 41.1714236], [-8.5848842, 41.1712629]], [[-8.5836311, 41.1737583], [-8.5841719, 41.1726719]], [[-8.5854132, 41.1702441], [-8.5854495, 41.1701722], [-8.5859108, 41.1692581], [-8.5859786, 41.1690037]], [[-8.5848842, 41.1712629], [-8.5849045, 41.1712237], [-8.5853788, 41.1703104], [-8.5854132, 41.1702441]], [[-8.5859786, 41.1690037], [-8.5860362, 41.1687701], [-8.5860533, 41.1687008]]]}",0
Rua da Ajuda,"{'type': 'MultiLineString', 'coordinates': [[[-8.5840672, 41.1698524], [-8.5842008, 41.1698929], [-8.5844283, 41.1699618]], [[-8.5847817, 41.1700677], [-8.5853228, 41.1702188], [-8.5854132, 41.1702441]], [[-8.586059, 41.1704272], [-8.5863433, 41.1705096], [-8.586498, 41.1705533]], [[-8.5854132, 41.1702441], [-8.5857366, 41.1703358], [-8.5859975, 41.1704098], [-8.586059, 41.1704272]], [[-8.5844283, 41.1699618], [-8.5847093, 41.170046], [-8.5847817, 41.1700677]]]}",0
Rua do Professor Bonfim Barreiros,"{'type': 'MultiLineString', 'coordinates': [[[-8.5840672, 41.1698524], [-8.5842247, 41.1695031], [-8.5842679, 41.1694073]], [[-8.5840672, 41.1698524], [-8.5840133, 41.1699526], [-8.5839132, 41.1701384], [-8.5837694, 41.1702715], [-8.5835896, 41.1703696], [-8.5833703, 41.1704211], [-8.5831335, 41.1704197], [-8.5829102, 41.1703658]], [[-8.5847286, 41.1684973], [-8.5846667, 41.1686196], [-8.5842679, 41.1694073]], [[-8.5842679, 41.1694073], [-8.5846667, 41.1686196], [-8.5847286, 41.1684973]], [[-8.5842679, 41.1694073], [-8.5842247, 41.1695031], [-8.5840672, 41.1698524]], [[-8.581953, 41.1700923], [-8.5829102, 41.1703658]], [[-8.581953, 41.1700923], [-8.581563, 41.1699796], [-8.5814998, 41.1699856], [-8.5814619, 41.1700124], [-8.5813842, 41.1701104]], [[-8.5813842, 41.1701104], [-8.5814619, 41.1700124], [-8.5814998, 41.1699856], [-8.581563, 41.1699796], [-8.581953, 41.1700923]], [[-8.5829102, 41.1703658], [-8.581953, 41.1700923]], [[-8.5829102, 41.1703658], [-8.5831335, 41.1704197], [-8.5833703, 41.1704211], [-8.5835896, 41.1703696], [-8.5837694, 41.1702715], [-8.5839132, 41.1701384], [-8.5840133, 41.1699526], [-8.5840672, 41.1698524]]]}",0
Rua da Nau Vitória,"{'type': 'MultiLineString', 'coordinates': [[[-8.582797, 41.1740005], [-8.5809019, 41.1742816]], [[-8.5809019, 41.1742816], [-8.582797, 41.1740005]], [[-8.5809019, 41.1742816], [-8.5804243, 41.1743538], [-8.5782319, 41.1745634], [-8.5779608, 41.1745614]], [[-8.5760095, 41.174448], [-8.5754384, 41.1743086]], [[-8.5760095, 41.174448], [-8.5761497, 41.1744779], [-8.5764569, 41.174522], [-8.5776894, 41.1745632], [-8.5779608, 41.1745614]], [[-8.5779608, 41.1745614], [-8.5782319, 41.1745634], [-8.5804243, 41.1743538], [-8.5809019, 41.1742816]], [[-8.5779608, 41.1745614], [-8.5776894, 41.1745632], [-8.5764569, 41.174522], [-8.5761497, 41.1744779], [-8.5760095, 41.174448]], [[-8.5710218, 41.1738699], [-8.5711298, 41.173846], [-8.5712712, 41.1738448], [-8.5714269, 41.1738675], [-8.5720068, 41.1741066], [-8.5720715, 41.1741698], [-8.5721684, 41.174452]], [[-8.5730535, 41.1741575], [-8.572942, 41.1742428], [-8.5728642, 41.1743528]], [[-8.5747881, 41.1741818], [-8.5750852, 41.1742224], [-8.5754384, 41.1743086]], [[-8.5747881, 41.1741818], [-8.5745641, 41.1741734], [-8.5741606, 41.1741842]], [[-8.5741606, 41.1741842], [-8.5745641, 41.1741734], [-8.5747881, 41.1741818]], [[-8.5728642, 41.1743528], [-8.5728022, 41.1744114], [-8.572726, 41.1744724], [-8.57244, 41.1745895], [-8.5723129, 41.1745895], [-8.5722192, 41.1745453], [-8.5721684, 41.174452]], [[-8.5728642, 41.1743528], [-8.5729754, 41.1743038], [-8.5730946, 41.1743251]], [[-8.5721684, 41.174452], [-8.5720715, 41.1741698], [-8.5720068, 41.1741066], [-8.5714269, 41.1738675], [-8.5712712, 41.1738448], [-8.5711298, 41.173846], [-8.5710218, 41.1738699]], [[-8.5721684, 41.174452], [-8.5722192, 41.1745453], [-8.5723129, 41.1745895], [-8.57244, 41.1745895], [-8.572726, 41.1744724], [-8.5728022, 41.1744114], [-8.5728642, 41.1743528]], [[-8.5754384, 41.1743086], [-8.5760095, 41.174448]], [[-8.5754384, 41.1743086], [-8.5750852, 41.1742224], [-8.5747881, 41.1741818]]]}",0
Rua de Arroios,"{'type': 'MultiLineString', 'coordinates': [[[-8.5853773, 41.1727533], [-8.5852444, 41.1727156], [-8.584946, 41.172631]], [[-8.5842969, 41.1724402], [-8.584946, 41.172631]], [[-8.584946, 41.172631], [-8.5842969, 41.1724402]], [[-8.584946, 41.172631], [-8.5852444, 41.1727156], [-8.5853773, 41.1727533]]]}",0
Rua de Carnide,"{'type': 'MultiLineString', 'coordinates': [[[-8.582804, 41.1722722], [-8.582952, 41.1723154], [-8.5835548, 41.1724894]], [[-8.5835548, 41.1724894], [-8.5841719, 41.1726719]], [[-8.5835548, 41.1724894], [-8.582952, 41.1723154], [-8.582804, 41.1722722]]]}",0
Rua Doutor Luís Pinto da Fonseca,"{'type': 'MultiLineString', 'coordinates': [[[-8.582804, 41.1722722], [-8.5829526, 41.1720634], [-8.5829883, 41.1718865], [-8.582953, 41.1717493], [-8.5828221, 41.1715734], [-8.5826242, 41.1714726], [-8.5823612, 41.1713979]], [[-8.5818868, 41.1723168], [-8.5822048, 41.1724009], [-8.5824175, 41.1724039], [-8.5826333, 41.1723516], [-8.582804, 41.1722722]]]}",0
Rua de Santo António de Contumil,"{'type': 'MultiLineString', 'coordinates': [[[-8.5823612, 41.1713979], [-8.5818868, 41.1723168]], [[-8.5823612, 41.1713979], [-8.5820067, 41.1712743], [-8.5817883, 41.1711077], [-8.5815606, 41.1708057], [-8.5814434, 41.1707279], [-8.5813075, 41.1706696], [-8.5811636, 41.1706296], [-8.5809478, 41.170578]], [[-8.5818868, 41.1723168], [-8.5823612, 41.1713979]], [[-8.5818868, 41.1723168], [-8.5818442, 41.172397], [-8.581699, 41.1726759], [-8.581624, 41.1727748], [-8.5815225, 41.1728537], [-8.5806432, 41.1733894]], [[-8.5806432, 41.1733894], [-8.5815225, 41.1728537], [-8.581624, 41.1727748], [-8.581699, 41.1726759], [-8.5818442, 41.172397], [-8.5818868, 41.1723168]], [[-8.5806432, 41.1733894], [-8.5802063, 41.1736446], [-8.5799409, 41.1737347], [-8.5796791, 41.1737718], [-8.5793084, 41.1737882]], [[-8.5809478, 41.170578], [-8.5808117, 41.1705942], [-8.5806791, 41.1705917], [-8.5802377, 41.1704969], [-8.5801477, 41.170495], [-8.5800536, 41.170502], [-8.5799576, 41.1705164], [-8.5798582, 41.1705475], [-8.5797505, 41.1706175], [-8.5793372, 41.1708976], [-8.5791716, 41.1709913]], [[-8.5809478, 41.170578], [-8.5811636, 41.1706296], [-8.5813075, 41.1706696], [-8.5814434, 41.1707279], [-8.5815606, 41.1708057], [-8.5817883, 41.1711077], [-8.5820067, 41.1712743], [-8.5823612, 41.1713979]], [[-8.5790341, 41.1711627], [-8.5790805, 41.1711407], [-8.5791092, 41.1711108], [-8.5791489, 41.171023], [-8.5791716, 41.1709913]], [[-8.5765553, 41.1738234], [-8.5776992, 41.1738444], [-8.5784582, 41.1739036], [-8.5788275, 41.1738227], [-8.5793084, 41.1737882]], [[-8.5793084, 41.1737882], [-8.5796791, 41.1737718], [-8.5799409, 41.1737347], [-8.5802063, 41.1736446], [-8.5806432, 41.1733894]], [[-8.5793084, 41.1737882], [-8.5788275, 41.1738227], [-8.5784582, 41.1739036], [-8.5776992, 41.1738444], [-8.5765553, 41.1738234]], [[-8.5791716, 41.1709913], [-8.5791489, 41.171023], [-8.5791092, 41.1711108], [-8.5790805, 41.1711407], [-8.5790341, 41.1711627]], [[-8.5791716, 41.1709913], [-8.5793372, 41.1708976], [-8.5797505, 41.1706175], [-8.5798582, 41.1705475], [-8.5799576, 41.1705164], [-8.5800536, 41.170502], [-8.5801477, 41.170495], [-8.5802377, 41.1704969], [-8.5806791, 41.1705917], [-8.5808117, 41.1705942], [-8.5809478, 41.170578]], [[-8.5768071, 41.1734586], [-8.5765605, 41.1736581], [-8.5763979, 41.1737774], [-8.5763044, 41.1737927], [-8.5761784, 41.173756], [-8.575967, 41.1736688], [-8.5757881, 41.1736091], [-8.5755889, 41.1736014], [-8.5754344, 41.1736213], [-8.5753226, 41.1736963]], [[-8.5753226, 41.1736963], [-8.5753084, 41.1737805], [-8.5753856, 41.1739687], [-8.5754527, 41.1741783], [-8.5754384, 41.1743086]], [[-8.5753226, 41.1736963], [-8.5754344, 41.1736213], [-8.5755889, 41.1736014], [-8.5757881, 41.1736091], [-8.575967, 41.1736688], [-8.5761784, 41.173756], [-8.5763044, 41.1737927], [-8.5763979, 41.1737774], [-8.5765605, 41.1736581], [-8.5768071, 41.1734586]], [[-8.5754384, 41.1743086], [-8.5754527, 41.1741783], [-8.5753856, 41.1739687], [-8.5753084, 41.1737805], [-8.5753226, 41.1736963]], [[-8.5754384, 41.1743086], [-8.5754421, 41.174383], [-8.5755065, 41.1745566], [-8.5755172, 41.1746455], [-8.5754823, 41.1748474], [-8.5754314, 41.1749584], [-8.5753992, 41.175024], [-8.5753976, 41.1750438]], [[-8.5757216, 41.1756412], [-8.5755647, 41.1754357], [-8.575414, 41.1751361], [-8.5753938, 41.1750896], [-8.5753976, 41.1750438]], [[-8.5753976, 41.1750438], [-8.5753938, 41.1750896], [-8.575414, 41.1751361], [-8.5755647, 41.1754357], [-8.5757216, 41.1756412]], [[-8.5753976, 41.1750438], [-8.5753992, 41.175024], [-8.5754314, 41.1749584], [-8.5754823, 41.1748474], [-8.5755172, 41.1746455], [-8.5755065, 41.1745566], [-8.5754421, 41.174383], [-8.5754384, 41.1743086]]]}",0
Rua de Joaquim Alves Teixeira,"{'type': 'MultiLineString', 'coordinates': [[[-8.5823612, 41.1713979], [-8.582849, 41.1704487], [-8.5829102, 41.1703658]], [[-8.5829102, 41.1703658], [-8.582849, 41.1704487], [-8.5823612, 41.1713979]]]}",0
Praceta José Serra,"{'type': 'MultiLineString', 'coordinates': [[[-8.5818868, 41.1723168], [-8.5812818, 41.1721381]], [[-8.5812818, 41.1721381], [-8.5818868, 41.1723168]]]}",0
Rua de Benfica,"{'type': 'MultiLineString', 'coordinates': [[[-8.5844178, 41.1722025], [-8.5837966, 41.1720283]]]}",0
Praça de Campo Grande,"{'type': 'MultiLineString', 'coordinates': [[[-8.58481, 41.1714236], [-8.5849849, 41.1714724]], [[-8.5849849, 41.1714724], [-8.5854642, 41.1716035]], [[-8.5854642, 41.1716035], [-8.5857598, 41.1716847]], [[-8.5855407, 41.1714564], [-8.5850462, 41.1713106], [-8.5848842, 41.1712629]], [[-8.5859714, 41.1715787], [-8.5858273, 41.1715377]], [[-8.5858273, 41.1715377], [-8.5855407, 41.1714564]], [[-8.5857598, 41.1716847], [-8.5858991, 41.1717231]]]}",0
Rua das Mercês,"{'type': 'MultiLineString', 'coordinates': [[[-8.5872356, 41.1707648], [-8.5878764, 41.1709614]], [[-8.5878764, 41.1709614], [-8.5884112, 41.1710889]], [[-8.586498, 41.1705533], [-8.5866465, 41.1705967], [-8.5872356, 41.1707648]]]}",0
Rua de Campolide,"{'type': 'MultiLineString', 'coordinates': [[[-8.5872356, 41.1707648], [-8.5879962, 41.1693025]]]}",0
Rua de Silva Tapada,"{'type': 'MultiLineString', 'coordinates': [[[-8.5940003, 41.1668989], [-8.593186, 41.1664025]], [[-8.5940003, 41.1668989], [-8.5940465, 41.1669901], [-8.5940627, 41.1670318], [-8.5940494, 41.1670674], [-8.5940139, 41.1670984]], [[-8.5924877, 41.1659764], [-8.593186, 41.1664025]], [[-8.593186, 41.1664025], [-8.5924877, 41.1659764]], [[-8.593186, 41.1664025], [-8.5940003, 41.1668989]]]}",0
Rua de La Couture,"{'type': 'MultiLineString', 'coordinates': [[[-8.5903539, 41.1646867], [-8.5904422, 41.1647335], [-8.5909783, 41.1650606], [-8.591095, 41.1651293]], [[-8.591095, 41.1651293], [-8.5916679, 41.1654772], [-8.5917736, 41.1655453]], [[-8.5917736, 41.1655453], [-8.5924877, 41.1659764]]]}",0
Rua de Naulila,"{'type': 'MultiLineString', 'coordinates': [[[-8.5903539, 41.1646867], [-8.5904958, 41.1644863], [-8.5905104, 41.1644718], [-8.5905264, 41.1644634], [-8.5905478, 41.1644603], [-8.591231, 41.164548]], [[-8.5906172, 41.1643162], [-8.5906012, 41.1643231], [-8.5905805, 41.1643301], [-8.590547, 41.1643363], [-8.5905148, 41.1643494], [-8.590492, 41.1643706], [-8.5902796, 41.164662]], [[-8.5914179, 41.1632349], [-8.5913447, 41.1632998], [-8.5906172, 41.1643162]], [[-8.5902796, 41.164662], [-8.5902789, 41.1646866], [-8.5902877, 41.1647099], [-8.5902967, 41.1647372], [-8.5902994, 41.1647733], [-8.5894142, 41.1660199], [-8.5893631, 41.1660806]]]}",0
Rua Santo António das Antas,"{'type': 'MultiLineString', 'coordinates': [[[-8.5892674, 41.1642581], [-8.5894158, 41.1643137]]]}",0
Rua da Cruz,"{'type': 'MultiLineString', 'coordinates': [[[-8.5864495, 41.172725], [-8.5861459, 41.172954], [-8.5860395, 41.1731028]], [[-8.5862811, 41.1731802], [-8.5864495, 41.172725]], [[-8.5878764, 41.1709614], [-8.5873102, 41.1715759], [-8.5869556, 41.1720859]], [[-8.5869556, 41.1720859], [-8.5865795, 41.172604], [-8.5864495, 41.172725]]]}",0
Rua de João Roby,"{'type': 'MultiLineString', 'coordinates': [[[-8.5853157, 41.1745677], [-8.5855962, 41.1740339], [-8.5860395, 41.1731028]], [[-8.5860395, 41.1731028], [-8.5855962, 41.1740339], [-8.5853157, 41.1745677]]]}",0
Rua de Artur de Paiva,"{'type': 'MultiLineString', 'coordinates': [[[-8.5862811, 41.1731802], [-8.586962, 41.1733638], [-8.5870365, 41.1733899]], [[-8.5860395, 41.1731028], [-8.5862811, 41.1731802]]]}",0
Rua do Professor Duarte Leite,"{'type': 'MultiLineString', 'coordinates': [[[-8.5851502, 41.1755526], [-8.5852469, 41.1755411], [-8.585343, 41.1754743]], [[-8.5851502, 41.1755526], [-8.5849531, 41.1755005], [-8.5847897, 41.1754557], [-8.5847188, 41.1754615]], [[-8.585763, 41.1746934], [-8.585343, 41.1754743]], [[-8.584053, 41.1777232], [-8.5840321, 41.1768298], [-8.5840611, 41.1766367], [-8.5844722, 41.1758495]], [[-8.5847188, 41.1754615], [-8.5847897, 41.1754557], [-8.5849531, 41.1755005], [-8.5851502, 41.1755526]], [[-8.5847188, 41.1754615], [-8.5846556, 41.1754942], [-8.5844722, 41.1758495]], [[-8.585343, 41.1754743], [-8.585763, 41.1746934]], [[-8.585343, 41.1754743], [-8.5852469, 41.1755411], [-8.5851502, 41.1755526]], [[-8.5844722, 41.1758495], [-8.5846556, 41.1754942], [-8.5847188, 41.1754615]], [[-8.5844722, 41.1758495], [-8.5840611, 41.1766367], [-8.5840321, 41.1768298], [-8.584053, 41.1777232]]]}",0
Alameda das Antas,"{'type': 'MultiLineString', 'coordinates': [[[-8.5895697, 41.1638996], [-8.5894191, 41.1638565], [-8.5884332, 41.1635747]], [[-8.5854753, 41.1630116], [-8.5856669, 41.162687]], [[-8.5854753, 41.1630116], [-8.5855356, 41.1630296]], [[-8.5882631, 41.1638928], [-8.5891065, 41.1641996], [-8.5892674, 41.1642581]], [[-8.5884332, 41.1635747], [-8.5882971, 41.1635311]], [[-8.5857255, 41.1627072], [-8.5855356, 41.1630296]], [[-8.5857255, 41.1627072], [-8.5856669, 41.162687]], [[-8.5861261, 41.1632036], [-8.5881062, 41.1638422]], [[-8.5855356, 41.1630296], [-8.5861261, 41.1632036]], [[-8.5882971, 41.1635311], [-8.5857255, 41.1627072]], [[-8.5881062, 41.1638422], [-8.5882631, 41.1638928]]]}",0
Rua de Diogo Cão,"{'type': 'MultiLineString', 'coordinates': [[[-8.5918754, 41.1666724], [-8.5924877, 41.1659764]], [[-8.5918754, 41.1666724], [-8.5918015, 41.1667428], [-8.590839, 41.1671513], [-8.5906311, 41.1672017]], [[-8.5924877, 41.1659764], [-8.5925237, 41.1659043], [-8.5927411, 41.1647661]], [[-8.5906311, 41.1672017], [-8.590839, 41.1671513], [-8.5918015, 41.1667428], [-8.5918754, 41.1666724]]]}",0
