,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,geometry,ALs,pressao,Freguesia
0,52,13121000702,13,1312,131210,131210007,007,02,00702,13121000702,1,11,11A,59.0,44.0,15.0,58.0,43.0,16.0,25.0,26.0,5.0,3.0,0.0,34.0,202.0,202.0,155.0,47.0,29.0,73.0,103.0,39.0,155.0,105.0,50.0,98.0,40.0,328.0,145.0,183.0,29.0,34.0,184.0,81.0,612.308514074003,21064.4734505574,"MULTIPOLYGON (((-8.619215409378157 41.17106299331059, -8.61850078470544 41.17066121680701, -8.61770007451112 41.17009121816355, -8.617584947421259 41.16996740405981, -8.618625915912292 41.16939539709438, -8.619944706915518 41.17040858438167, -8.620082696880752 41.17038028484132, -8.620176042462527 41.170747817643715, -8.619426093855445 41.17123502207297, -8.619215409378157 41.17106299331059)))",3.0,0.01935483870967742,Paranhos
1,53,13120302118,13,1312,131203,131203021,021,18,02118,13120302118,1,11,11A,21.0,13.0,7.0,21.0,11.0,10.0,0.0,19.0,2.0,0.0,0.0,13.0,73.0,72.0,58.0,14.0,0.0,14.0,13.0,43.0,58.0,46.0,12.0,33.0,10.0,134.0,54.0,80.0,8.0,10.0,55.0,61.0,481.233388930995,13437.2764095628,"MULTIPOLYGON (((-8.582126078716755 41.171320072138755, -8.581975628394035 41.17125759492909, -8.581861647413941 41.17117659039871, -8.581725429101526 41.171053614042386, -8.58162572089077 41.17091998730215, -8.58152243847454 41.17079689144523, -8.581437819014171 41.17073152795331, -8.58127269713022 41.17066122002976, -8.581136917850156 41.17060394315843, -8.580947602435767 41.17057662370447, -8.581211007698323 41.170291045268, -8.581211398472027 41.17029068357446, -8.581288211443395 41.17021975743784, -8.581365983293779 41.17013376417101, -8.581390777011896 41.170084568856524, -8.581383619708879 41.17005024608673, -8.581520428435681 41.170028122069645, -8.581614452895794 41.17002241551483, -8.581699511450076 41.170031718907126, -8.581915589459184 41.17008190200088, -8.58290326910928 41.17036446170858, -8.582526743506197 41.17105573613486, -8.582342428089092 41.171388378172274, -8.582126078716755 41.171320072138755)))",0.0,0.0,Campanhã
2,54,13121103402,13,1312,131211,131211034,034,02,03402,13121103402,1,11,11A,31.0,26.0,5.0,31.0,20.0,11.0,17.0,9.0,1.0,4.0,0.0,7.0,78.0,78.0,71.0,7.0,10.0,21.0,26.0,42.0,71.0,50.0,21.0,40.0,18.0,143.0,67.0,76.0,15.0,8.0,79.0,41.0,707.17885926795,13484.0487385289,"MULTIPOLYGON (((-8.65034890692763 41.17007013405576, -8.649651187384334 41.169501290974615, -8.65049728119419 41.16891929449041, -8.65072575280543 41.16895903504043, -8.650654285686025 41.16926014282766, -8.650577546841328 41.16958344107562, -8.65057789048609 41.16962696461461, -8.650587711067718 41.169655949521044, -8.650975090514425 41.17009436031883, -8.651103880856645 41.17019777477124, -8.651245419167653 41.17029628740768, -8.6515443322572 41.170469074180794, -8.651710681757564 41.17057682014101, -8.651723785440673 41.17058534225591, -8.651744318209326 41.17059316369758, -8.65175737229362 41.17059705781229, -8.651772287996222 41.17059962801161, -8.651803961488111 41.17060278095967, -8.651838428557625 41.17060658673693, -8.651902671072959 41.170610249388616, -8.651987385218693 41.17061382788663, -8.652086070311373 41.170616677953774, -8.652140067813837 41.17061906299973, -8.652154961180662 41.17062031051573, -8.652187574582015 41.17062478185702, -8.652201570120585 41.17062867978235, -8.652225858317054 41.17064109532439, -8.652254884099298 41.170662068822196, -8.652279259686551 41.17068570243899, -8.652293292798431 41.17070930073142, -8.652173079046486 41.17073266939113, -8.652061783594903 41.17081087636079, -8.651622563172765 41.17112292896199, -8.65034890692763 41.17007013405576)))",0.0,0.0,Ramalde
3,55,13121600903,13,1312,131216,131216009,009,03,00903,13121600903,1,11,11A,57.0,46.0,11.0,57.0,44.0,13.0,0.0,44.0,13.0,0.0,0.0,7.0,109.0,109.0,94.0,15.0,24.0,65.0,64.0,23.0,94.0,62.0,32.0,57.0,24.0,205.0,89.0,116.0,33.0,12.0,100.0,60.0,824.199640879331,24498.6209212819,"MULTIPOLYGON (((-8.670053736515053 41.170928913826266, -8.67001513844456 41.17083087109366, -8.669853194551855 41.17048305894774, -8.669737549677711 41.170398143249535, -8.669714928123648 41.170381538434214, -8.669575327831943 41.170287216612095, -8.669435726756092 41.170192895522746, -8.668875421752432 41.169891611120335, -8.668493855801444 41.1697832364636, -8.667869162641221 41.16980202030864, -8.667810452159594 41.16981206345968, -8.667809955032142 41.16980954455889, -8.66780665997981 41.16980145597063, -8.667801803606828 41.169793330509144, -8.667795763140294 41.169785984015014, -8.667788823434181 41.169779570039985, -8.66778124795812 41.16977410356861, -8.667773310634937 41.16976956622102, -8.667765154094576 41.16976591321392, -8.667756252878753 41.16976285704737, -8.667746450365652 41.16976048038747, -8.667735856159396 41.169758926794316, -8.667724568321537 41.16975838580362, -8.667712907203438 41.16975898018784, -8.667701138146343 41.169760808663256, -8.667689592773133 41.16976391471223, -8.667684188310037 41.169766055810015, -8.66764422592716 41.16971368578212, -8.667642975882726 41.16960548220676, -8.667617960607584 41.16956241629377, -8.667430656659455 41.16945814914393, -8.667520742232742 41.16939269481938, -8.667659973027769 41.16929276082918, -8.668415207817466 41.16875068256768, -8.66859586395303 41.16890624782094, -8.668879204670308 41.169055453566116, -8.669422554574687 41.16936204035741, -8.669542969716545 41.16946070087347, -8.669762728135584 41.16965753532229, -8.669880627757928 41.16975591906103, -8.670012029640535 41.16981952089626, -8.67025624517343 41.16991904239281, -8.670323352680928 41.169982953596836, -8.670861718530883 41.17056822771546, -8.670964485768355 41.170685319904884, -8.670645524878116 41.17084416471673, -8.67009906489332 41.17104400635013, -8.670053736515053 41.170928913826266)))",0.0,0.0,"União das freguesias de Aldoar, Foz do Douro e Nevogilde"
4,56,13121600403,13,1312,131216,131216004,004,03,00403,13121600403,1,11,11A,4.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,6.0,6.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,2.0,2.0,177.035284103556,1829.03386205084,"MULTIPOLYGON (((-8.656888121332463 41.17093816192724, -8.657013637492541 41.1707339143236, -8.657197185179243 41.170510945488175, -8.657197569179194 41.170511131931136, -8.657516659334172 41.17066588466791, -8.65717706578954 41.17112899430523, -8.656888121332463 41.17093816192724)))",0.0,0.0,"União das freguesias de Aldoar, Foz do Douro e Nevogilde"
5,57,13120301810,13,1312,131203,131203018,018,10,01810,13120301810,1,11,11A,16.0,16.0,0.0,16.0,5.0,11.0,9.0,0.0,3.0,1.0,3.0,1.0,16.0,16.0,14.0,2.0,2.0,14.0,14.0,0.0,14.0,9.0,5.0,13.0,4.0,34.0,14.0,20.0,2.0,4.0,10.0,18.0,361.472127135844,7142.32992200887,"MULTIPOLYGON (((-8.584876052495611 41.171264721303004, -8.585354902899807 41.17032823679052, -8.585395879750067 41.1702362623315, -8.586044514609167 41.170429510842816, -8.585533774724807 41.17145426323601, -8.584876052495611 41.171264721303004)))",0.0,0.0,Campanhã
6,58,13120301813,13,1312,131203,131203018,018,13,01813,13120301813,1,11,11A,16.0,16.0,0.0,16.0,0.0,16.0,11.0,0.0,2.0,3.0,0.0,5.0,16.0,16.0,14.0,2.0,2.0,11.0,13.0,1.0,14.0,7.0,7.0,12.0,5.0,41.0,20.0,21.0,3.0,6.0,18.0,14.0,394.006733640071,8155.27670345594,"MULTIPOLYGON (((-8.584300994703401 41.172435989368644, -8.584403483932615 41.17220864276381, -8.584800156056993 41.171414916735166, -8.584876052495611 41.171264721303004, -8.585533774724807 41.17145426323601, -8.585456438800827 41.17160791430677, -8.584948152055572 41.17261771700359, -8.584300994703401 41.172435989368644)))",0.0,0.0,Campanhã
7,59,13121001303,13,1312,131210,131210013,013,03,01303,13121001303,1,11,11A,4.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,3.0,3.0,1.0,13.0,7.0,6.0,3.0,1.0,7.0,2.0,154.827970601439,1426.45942553179,"MULTIPOLYGON (((-8.59925566704662 41.17232170029939, -8.599768917003658 41.172143546884925, -8.599918241707957 41.172395314115086, -8.599406004314545 41.17256523323651, -8.59925566704662 41.17232170029939)))",0.0,0.0,Paranhos
8,60,13121002206,13,1312,131210,131210022,022,06,02206,13121002206,1,11,11A,15.0,0.0,15.0,15.0,0.0,15.0,0.0,14.0,1.0,0.0,0.0,0.0,143.0,143.0,139.0,4.0,0.0,2.0,1.0,136.0,139.0,92.0,47.0,85.0,40.0,310.0,147.0,163.0,36.0,37.0,152.0,85.0,557.264698290005,14545.7880471436,"MULTIPOLYGON (((-8.595924971080192 41.172369872396985, -8.595759265621014 41.1722617433498, -8.595386087458822 41.17183376326098, -8.595552473187523 41.17185094012206, -8.595843029682694 41.171855219896926, -8.59607875514372 41.17184369164602, -8.596277690082793 41.17182618882145, -8.596687815123211 41.171771810432986, -8.59690402275522 41.171733356872956, -8.596971347900553 41.17172138013026, -8.597070971624662 41.1717036545493, -8.59749804797731 41.17162180572693, -8.59777610364933 41.17156375985703, -8.597876191093263 41.17154426776129, -8.598163889972543 41.172041772391935, -8.597868558597764 41.17213577834764, -8.597485899659903 41.17225758895163, -8.59721935773404 41.17234831664733, -8.596995664736971 41.17242446243734, -8.596770671845256 41.17250105063559, -8.596446555794204 41.17261138470302, -8.595924971080192 41.172369872396985)))",0.0,0.0,Paranhos
9,61,13121103404,13,1312,131211,131211034,034,04,03404,13121103404,1,11,11A,25.0,10.0,15.0,25.0,6.0,19.0,3.0,11.0,1.0,9.0,1.0,6.0,129.0,129.0,117.0,12.0,11.0,24.0,29.0,83.0,117.0,72.0,45.0,88.0,40.0,284.0,137.0,147.0,45.0,28.0,138.0,73.0,782.409122670989,24968.5182271873,"MULTIPOLYGON (((-8.654551812317969 41.17236771136899, -8.654237274302375 41.17205402891199, -8.654036386906576 41.17187747249283, -8.65385929390096 41.17175623690908, -8.653700495410941 41.17168342191383, -8.653217765575839 41.17150590001561, -8.653004106106861 41.17144500136933, -8.652538356885795 41.171238460987766, -8.652061783594903 41.17081087636079, -8.652173079046486 41.17073266939113, -8.652293292798431 41.17070930073142, -8.652478490391807 41.17067331202741, -8.65261045596987 41.17064000420378, -8.652891140076605 41.17051430810441, -8.653046786342141 41.17041527214122, -8.653120279579381 41.170300508076984, -8.653890850992504 41.17041512988584, -8.653942842948227 41.170440996512035, -8.653970710870974 41.170472194714364, -8.653975607315159 41.170500634321, -8.653991507364331 41.17060024471959, -8.653980943013112 41.17092395629692, -8.654028146919966 41.17101159344165, -8.654115831763873 41.171072692723826, -8.654290633097977 41.171124617663885, -8.654249327563875 41.17128166246513, -8.65432590743615 41.17129006634181, -8.654594974961823 41.171337349278545, -8.654939481754848 41.17139789354752, -8.65535477165576 41.171464696216006, -8.65485534532214 41.17206401691504, -8.654552118441517 41.172370249199965, -8.654551812317969 41.17236771136899)))",1.0,0.008547008547008548,Ramalde
10,62,13121600905,13,1312,131216,131216009,009,05,00905,13121600905,1,11,11A,19.0,10.0,9.0,19.0,6.0,13.0,2.0,17.0,0.0,0.0,0.0,4.0,60.0,60.0,49.0,11.0,1.0,32.0,33.0,13.0,49.0,26.0,23.0,39.0,22.0,127.0,67.0,60.0,13.0,17.0,71.0,26.0,534.959559049774,17278.2895024149,"MULTIPOLYGON (((-8.666853826398377 41.17228819654426, -8.666698243332597 41.172231740032984, -8.66660567750706 41.17222706878306, -8.66660098570356 41.17223335751677, -8.666534771539594 41.1722470986274, -8.666287511106024 41.172287999338295, -8.666381068692624 41.17213590296293, -8.666399778373542 41.17204663221581, -8.666358469502034 41.17192084142295, -8.666107496725735 41.171455937101115, -8.666759944940523 41.17124634803608, -8.66720878933335 41.17110214346701, -8.66725979057234 41.17109936774047, -8.66747302661534 41.17108775986076, -8.667671511417776 41.17111575619389, -8.667814522115492 41.17116504470836, -8.66830006042781 41.17141518956272, -8.668186655047515 41.17154513095617, -8.66803490565108 41.171712023039056, -8.667972453318361 41.17177486423411, -8.667949169520323 41.17179830253208, -8.667905104391126 41.171845183702104, -8.667831861623226 41.17194821434859, -8.667753749334326 41.17206060502337, -8.66771733860429 41.17213732509829, -8.667690927738313 41.17222893690353, -8.667666774219686 41.17229626349833, -8.66766100924671 41.17230978771876, -8.667657179590243 41.17231510903251, -8.667651678370454 41.17231842023739, -8.667643567707579 41.172321915534624, -8.666975500044051 41.17234117408194, -8.666853826398377 41.17228819654426)))",1.0,0.02040816326530612,"União das freguesias de Aldoar, Foz do Douro e Nevogilde"
11,63,13121103405,13,1312,131211,131211034,034,05,03405,13121103405,1,11,11A,27.0,17.0,10.0,26.0,12.0,15.0,8.0,10.0,9.0,0.0,0.0,9.0,71.0,71.0,61.0,10.0,2.0,32.0,35.0,21.0,61.0,42.0,19.0,41.0,19.0,130.0,57.0,73.0,13.0,17.0,76.0,24.0,401.323146156042,9619.9017928848,"MULTIPOLYGON (((-8.651097997266847 41.171738751582744, -8.650931859833616 41.171600678169376, -8.651622563172765 41.17112292896199, -8.652600097892753 41.17191827497531, -8.651912371719419 41.17241555593593, -8.651097997266847 41.171738751582744)))",0.0,0.0,Ramalde
12,64,13121600309,13,1312,131216,131216003,003,09,00309,13121600309,1,11,11A,45.0,33.0,12.0,43.0,18.0,27.0,0.0,33.0,12.0,0.0,0.0,2.0,113.0,113.0,98.0,15.0,8.0,68.0,77.0,15.0,98.0,65.0,33.0,68.0,27.0,226.0,106.0,120.0,24.0,22.0,105.0,75.0,938.761001827315,32144.7065401148,"MULTIPOLYGON (((-8.664114648232442 41.17182605461317, -8.664681083887395 41.17141764527073, -8.664829007540119 41.17130129665792, -8.664955877976292 41.17121177707991, -8.665068969263658 41.171142166511764, -8.665086932019078 41.1711311072888, -8.665437132794162 41.170889143407436, -8.665981228939584 41.170497740977844, -8.666163509499535 41.17037058768172, -8.6663385565092 41.17024494519183, -8.666931160982175 41.169819602404445, -8.667097463096663 41.169700238373906, -8.667430656659455 41.16945814914393, -8.667617960607584 41.16956241629377, -8.667642975882726 41.16960548220676, -8.66764422592716 41.16971368578212, -8.667684188310037 41.169766055810015, -8.667678678162423 41.16976824241963, -8.66766868887274 41.16977367336244, -8.667659888116017 41.16978004424165, -8.66765249792497 41.16978711001013, -8.667646612929259 41.169794637917555, -8.66764224276905 41.16980234788522, -8.667639280289638 41.16981010444538, -8.667637673484089 41.169817666523855, -8.66763729223146 41.16982353910753, -8.66763779100656 41.16983212601031, -8.667639520538549 41.16983966360107, -8.667642621992943 41.16984739291989, -8.667647117145327 41.1698550608443, -8.667653124070632 41.16986253356223, -8.667660627378622 41.16986953021024, -8.667669532238452 41.1698758189168, -8.667681007677134 41.169881698601785, -8.667629320926538 41.16994076187606, -8.667604432237253 41.17026033700334, -8.667642739497705 41.170336133145206, -8.667656937150825 41.170350131996045, -8.667435527775021 41.17058848698671, -8.667388915293484 41.170640053025316, -8.66736647836394 41.17066356741986, -8.667349535730427 41.170681321477375, -8.66725979057234 41.17109936774047, -8.66720878933335 41.17110214346701, -8.666759944940523 41.17124634803608, -8.666107496725735 41.171455937101115, -8.665589445829498 41.17162000570925, -8.66549542354326 41.17167082668278, -8.664475074326624 41.17240196147773, -8.664114648232442 41.17182605461317)))",0.0,0.0,"União das freguesias de Aldoar, Foz do Douro e Nevogilde"
13,65,13121102902,13,1312,131211,131211029,029,02,02902,13121102902,1,11,11A,12.0,12.0,0.0,12.0,11.0,1.0,7.0,1.0,2.0,1.0,1.0,5.0,12.0,12.0,9.0,3.0,2.0,7.0,7.0,1.0,9.0,6.0,3.0,5.0,2.0,18.0,7.0,11.0,1.0,2.0,7.0,8.0,223.390985196856,3097.80993110529,"MULTIPOLYGON (((-8.65667717376003 41.17213455381875, -8.657159102370272 41.17174263013363, -8.657620349343139 41.17205460831578, -8.657460542891384 41.17217686358146, -8.65727145814433 41.172327714507375, -8.657108742307427 41.172451414207174, -8.65667717376003 41.17213455381875)))",0.0,0.0,Ramalde
14,66,13120301814,13,1312,131203,131203018,018,14,01814,13120301814,1,11,11A,6.0,6.0,0.0,6.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,5.0,1.0,0.0,4.0,4.0,0.0,5.0,2.0,3.0,5.0,2.0,13.0,6.0,7.0,1.0,1.0,5.0,6.0,355.08925863931,5350.20114616275,"MULTIPOLYGON (((-8.58536923257675 41.172761961483815, -8.584948152055572 41.17261771700359, -8.585456438800827 41.17160791430677, -8.585533774724807 41.17145426323601, -8.585946577002913 41.171572436410365, -8.585948022945914 41.171572850327266, -8.585910713618272 41.17164106342768, -8.58587087529912 41.17172897622181, -8.58586900187714 41.1717331102698, -8.585699094723132 41.172108045636506, -8.58538302194547 41.172739854840735, -8.585370643269927 41.17276244487956, -8.58536923257675 41.172761961483815)))",0.0,0.0,Campanhã
15,67,13121102205,13,1312,131211,131211022,022,05,02205,13121102205,1,11,11A,19.0,19.0,0.0,19.0,19.0,0.0,6.0,13.0,0.0,0.0,0.0,17.0,21.0,21.0,11.0,10.0,4.0,2.0,6.0,3.0,11.0,7.0,4.0,9.0,4.0,27.0,13.0,14.0,6.0,2.0,13.0,6.0,1613.20880004534,137600.116556884,"MULTIPOLYGON (((-8.641115211581262 41.172281916330654, -8.640065351334698 41.171309521225325, -8.639346670703787 41.17050513695375, -8.638950918591071 41.16948541100891, -8.639165685350052 41.16932771495962, -8.639538782200171 41.169053755581125, -8.63966175776681 41.168966568012266, -8.63997277848345 41.16874605793759, -8.640176680509695 41.168601544208165, -8.64049756915769 41.16837410996109, -8.641251988492023 41.16782373094955, -8.64190435431578 41.167348774126836, -8.641976475742286 41.16729626825114, -8.642160252902924 41.16716362655724, -8.642226781484982 41.16721821117454, -8.642621483354324 41.16754203344978, -8.642666467143885 41.16757793099002, -8.642718178495043 41.16761919143728, -8.643329865239892 41.1681072713632, -8.643474433287384 41.16822822706523, -8.643535599262272 41.16827940402768, -8.643813475286205 41.16851191100923, -8.64407681762243 41.16873223590492, -8.644230437863948 41.168856923294356, -8.644499906109251 41.169075645165464, -8.644306706672614 41.16921937076655, -8.644013506272708 41.169445314205966, -8.643870792731835 41.169652004745394, -8.643824236015796 41.169851000489835, -8.643793714826883 41.170020392740604, -8.643743455616022 41.17029939563769, -8.64297216562499 41.170329276157624, -8.642807870888628 41.17030160729234, -8.642742801375777 41.170278927000815, -8.642664939533727 41.17026144473339, -8.642476552248247 41.17042587300159, -8.642052022383691 41.170834031774376, -8.642135545706957 41.170989852511894, -8.642174480131883 41.17116425708477, -8.64218204116857 41.17148784339719, -8.642122435941237 41.17159206708929, -8.642050309021197 41.171718207664014, -8.641945954602775 41.171911182854, -8.641784445674922 41.17216678238412, -8.641442390238748 41.17259097770404, -8.641115211581262 41.172281916330654)))",1.0,0.09090909090909091,Ramalde
16,68,13121001304,13,1312,131210,131210013,013,04,01304,13121001304,1,11,11A,8.0,8.0,0.0,8.0,8.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,8.0,8.0,7.0,1.0,2.0,1.0,6.0,0.0,7.0,4.0,3.0,5.0,1.0,16.0,8.0,8.0,0.0,3.0,7.0,6.0,230.25102215894,3227.02926134241,"MULTIPOLYGON (((-8.598642736257373 41.17232686437024, -8.599146742792295 41.17215406363825, -8.59925566704662 41.17232170029939, -8.599406004314545 41.17256523323651, -8.599485098061034 41.172716980741136, -8.598981088128317 41.17288978295504, -8.598642736257373 41.17232686437024)))",0.0,0.0,Paranhos
17,69,13121003201,13,1312,131210,131210032,032,01,03201,13121003201,1,11,11A,28.0,19.0,9.0,28.0,18.0,10.0,0.0,28.0,0.0,0.0,0.0,24.0,64.0,64.0,48.0,16.0,4.0,1.0,6.0,35.0,48.0,33.0,15.0,29.0,13.0,102.0,47.0,55.0,10.0,13.0,61.0,18.0,343.371787449323,5806.29816686933,"MULTIPOLYGON (((-8.587244874003607 41.17292077062447, -8.587650908502024 41.17228045334819, -8.588207921368724 41.17247010811808, -8.588923840858085 41.172700810657915, -8.588780759437913 41.17277930654844, -8.588777328567215 41.17278119302147, -8.58805622616061 41.172930477321074, -8.587322172715817 41.17296690833519, -8.587244874003607 41.17292077062447)))",0.0,0.0,Paranhos
18,70,13121103206,13,1312,131211,131211032,032,06,03206,13121103206,1,11,11A,4.0,1.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,71.0,71.0,66.0,5.0,34.0,65.0,58.0,7.0,66.0,37.0,29.0,44.0,30.0,161.0,72.0,89.0,33.0,16.0,88.0,24.0,1504.96636298453,113499.213493228,"MULTIPOLYGON (((-8.627407508396171 41.171388318857815, -8.62702705866252 41.16974627569422, -8.627351470749993 41.169711016125994, -8.627648082726749 41.169648592807576, -8.627706281026406 41.169636349152704, -8.628040376747466 41.169663829613754, -8.628465394292453 41.16975662897045, -8.628663961091878 41.16980613060565, -8.629647118284902 41.17005120276357, -8.629880851076065 41.170126014017015, -8.630072408353946 41.170187321104315, -8.630226412156569 41.17022881116671, -8.630264505232214 41.1702286917725, -8.630321510345393 41.17021765762635, -8.63066496261579 41.170116064428825, -8.630881201888032 41.17004752565717, -8.630899758657842 41.17004164667516, -8.631075896401509 41.169989721836856, -8.631119789219332 41.16996870596452, -8.631138294063627 41.170029933688376, -8.631192207118401 41.17015648413082, -8.631248945698395 41.17026745475132, -8.631299405598618 41.17032507667512, -8.631378968274298 41.17034252325488, -8.631473112330205 41.17034211504841, -8.631555382325152 41.1703284137449, -8.631625806929886 41.17030363520943, -8.631728378368612 41.170252020554145, -8.631854259390142 41.17016917783266, -8.631924142689815 41.17007322588749, -8.631988004394536 41.16995950743752, -8.632096187533536 41.16984019885664, -8.632142117550142 41.169947008145925, -8.632214532668973 41.1701830281384, -8.632360116849442 41.17075417345814, -8.632525996900092 41.17134047664941, -8.632713098787077 41.17183535216806, -8.631997647749413 41.171973251572325, -8.630978920098984 41.17217927171996, -8.628352640435867 41.172734621549054, -8.62798680060342 41.17281053545962, -8.627775219031626 41.17284036802163, -8.627407508396171 41.171388318857815)))",0.0,0.0,Ramalde
19,71,13121001305,13,1312,131210,131210013,013,05,01305,13121001305,1,11,11A,6.0,6.0,0.0,6.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,6.0,6.0,4.0,2.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,6.0,4.0,2.0,0.0,0.0,4.0,2.0,183.646952558778,1577.20674139084,"MULTIPOLYGON (((-8.598398122833759 41.17240789043919, -8.598642736257373 41.17232686437024, -8.598981088128317 41.17288978295504, -8.598729095040644 41.17297884351383, -8.598398122833759 41.17240789043919)))",0.0,0.0,Paranhos
20,72,13121000912,13,1312,131210,131210009,009,12,00912,13121000912,1,11,11A,26.0,22.0,4.0,24.0,23.0,3.0,22.0,2.0,2.0,0.0,0.0,11.0,77.0,77.0,36.0,41.0,15.0,23.0,18.0,14.0,36.0,26.0,10.0,25.0,10.0,77.0,36.0,41.0,6.0,8.0,44.0,19.0,795.535813707437,37644.012776311,"MULTIPOLYGON (((-8.608534036196119 41.17104207490526, -8.608388060943966 41.17067271570705, -8.608679063166207 41.170564903326216, -8.60919587643596 41.17060275740084, -8.60979645713224 41.17082911833622, -8.610162746438 41.17117434938945, -8.61080113467808 41.17156949839774, -8.611146097375425 41.17178301392236, -8.61107102783644 41.17263904503689, -8.610348377079386 41.17277119597588, -8.609311993549106 41.172959225027434, -8.608534036196119 41.17104207490526)))",0.0,0.0,Paranhos
21,73,13121103207,13,1312,131211,131211032,032,07,03207,13121103207,1,11,11A,28.0,17.0,10.0,27.0,8.0,20.0,3.0,17.0,7.0,1.0,0.0,16.0,170.0,169.0,147.0,22.0,61.0,137.0,114.0,21.0,147.0,93.0,54.0,106.0,47.0,350.0,159.0,191.0,46.0,29.0,171.0,104.0,909.436441586118,37515.9950886219,"MULTIPOLYGON (((-8.626473884098449 41.17291757805785, -8.626443017137552 41.17283321283557, -8.626401127678161 41.17271871863465, -8.626288376761508 41.1722098360784, -8.626209682731753 41.17182443509893, -8.626166488396406 41.171622539627506, -8.626160778071222 41.17159584824966, -8.626094985644894 41.1713097086935, -8.626040648643823 41.1710723198864, -8.625858566501467 41.17023256163229, -8.625798220266027 41.16996679783294, -8.625784354639643 41.16990573038687, -8.62578461655891 41.16990569865183, -8.626509779135496 41.1698181006642, -8.62702705866252 41.16974627569422, -8.627407508396171 41.171388318857815, -8.627775219031626 41.17284036802163, -8.62735383973993 41.17289978120854, -8.62651148444559 41.17297911548946, -8.626473884098449 41.17291757805785)))",0.0,0.0,Ramalde
22,74,13121001306,13,1312,131210,131210013,013,06,01306,13121001306,1,11,11A,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,10.0,10.0,6.0,4.0,2.0,6.0,5.0,0.0,6.0,4.0,2.0,6.0,1.0,15.0,7.0,8.0,2.0,0.0,7.0,6.0,226.014783471816,3129.23816102416,"MULTIPOLYGON (((-8.599485098061034 41.172716980741136, -8.599406004314545 41.17256523323651, -8.599918241707957 41.172395314115086, -8.600235838850828 41.17292873480321, -8.599714522210562 41.173110901970645, -8.599485098061034 41.172716980741136)))",0.0,0.0,Paranhos
23,233,13120301808,13,1312,131203,131203018,018,08,01808,13120301808,1,11,11A,25.0,25.0,0.0,25.0,24.0,1.0,17.0,1.0,4.0,3.0,0.0,10.0,25.0,25.0,18.0,7.0,9.0,12.0,15.0,2.0,18.0,10.0,8.0,13.0,5.0,47.0,23.0,24.0,5.0,3.0,24.0,15.0,412.246556467946,8666.20143456018,"MULTIPOLYGON (((-8.585395879750067 41.1702362623315, -8.585906948425055 41.16925857199436, -8.585960571594661 41.16898955664027, -8.58641858358662 41.16905351813576, -8.586517278330959 41.16909134225539, -8.58658166252805 41.169169512924704, -8.586582443934542 41.16935335310075, -8.586044514609167 41.170429510842816, -8.585395879750067 41.1702362623315)))",0.0,0.0,Campanhã
