,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,geometry,ALs,pressao,Freguesia
926,169384,13121801403,13,1312,131218,131218014,014,03,01403,13121801403,1,11,11A,22.0,5.0,17.0,22.0,6.0,16.0,1.0,11.0,9.0,1.0,0.0,0.0,273.0,273.0,222.0,51.0,149.0,191.0,142.0,60.0,222.0,150.0,72.0,140.0,70.0,485.0,214.0,271.0,71.0,39.0,273.0,102.0,763.566719851672,31586.8005233473,"MULTIPOLYGON (((-8.64594420427033 41.15380507155578, -8.645870888162687 41.15352064811275, -8.64647329891113 41.15337211161551, -8.646579435403455 41.15333643155293, -8.646655637303663 41.15330088575405, -8.646778168322264 41.15323495975121, -8.64695016203809 41.15311601329569, -8.647022823741585 41.15305281358877, -8.64708875958794 41.152979604900665, -8.64718744244514 41.15284086226596, -8.647215355403057 41.15279548364291, -8.647283807648424 41.152619158431946, -8.647328503493316 41.15238472071981, -8.647451133818395 41.1524080140293, -8.64862926578444 41.15262276324914, -8.648501558685231 41.15315529891069, -8.648435940499189 41.153522486267775, -8.648336612425801 41.15407844016481, -8.648211411230768 41.15425495761036, -8.647870158481199 41.15422803479996, -8.646739316160502 41.15422784679641, -8.645989893902518 41.15429552931061, -8.64594420427033 41.15380507155578)))",0.0,0.0,União das freguesias de Lordelo do Ouro e Massarelos
927,169849,13120302805,13,1312,131203,131203028,028,05,02805,13120302805,1,11,11A,22.0,16.0,6.0,22.0,13.0,9.0,12.0,10.0,0.0,0.0,0.0,5.0,50.0,50.0,38.0,12.0,6.0,3.0,17.0,17.0,38.0,19.0,19.0,29.0,18.0,98.0,43.0,55.0,17.0,7.0,53.0,21.0,436.712260855941,10228.3380335609,"MULTIPOLYGON (((-8.58939887549136 41.15461125635107, -8.591104832261145 41.154624921414346, -8.591104469542449 41.15463459893565, -8.591106352630794 41.15480108015585, -8.591110454317283 41.155013473853444, -8.59110824681039 41.155539122558814, -8.590450940517227 41.15555177944617, -8.58939887549136 41.15461125635107)))",3.0,0.07894736842105263,Campanhã
928,169850,13120201303,13,1312,131202,131202013,013,03,01303,13120201303,1,11,11A,28.0,6.0,22.0,25.0,5.0,23.0,0.0,23.0,5.0,0.0,0.0,1.0,156.0,156.0,128.0,28.0,24.0,49.0,73.0,40.0,128.0,94.0,34.0,71.0,26.0,267.0,126.0,141.0,23.0,19.0,141.0,84.0,594.609848684174,11183.0909179045,"MULTIPOLYGON (((-8.598939119703074 41.155017063996006, -8.59895027388333 41.15447176390752, -8.59897912984006 41.15378863095954, -8.598983873000767 41.15355378721715, -8.59899054068844 41.15341561183819, -8.599518336612464 41.153318598883445, -8.599718383533729 41.15327457770912, -8.599485053944486 41.15453347231392, -8.599322291359385 41.15539474287725, -8.599013313910541 41.15544700176897, -8.59871968703308 41.155550493773596, -8.598939119703074 41.155017063996006)))",3.0,0.0234375,Bonfim
929,169851,13121801201,13,1312,131218,131218012,012,01,01201,13121801201,1,11,11A,13.0,13.0,0.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,13.0,9.0,4.0,5.0,9.0,4.0,4.0,9.0,6.0,3.0,6.0,3.0,22.0,10.0,12.0,3.0,4.0,12.0,3.0,457.355024213123,11979.4145237872,"MULTIPOLYGON (((-8.638687921972021 41.15521509655573, -8.638533925881722 41.155180019714344, -8.637815383659113 41.155016326095186, -8.638132037464906 41.154381685991304, -8.63814931884423 41.154347043438136, -8.638528118540366 41.15442519740572, -8.639816354499049 41.15468152097439, -8.639812342831418 41.154690132368714, -8.63981088019579 41.154693270514045, -8.639563886835859 41.15538333590661, -8.638687921972021 41.15521509655573)))",0.0,0.0,União das freguesias de Lordelo do Ouro e Massarelos
930,169852,13120300501,13,1312,131203,131203005,005,01,00501,13120300501,1,11,11A,62.0,39.0,23.0,62.0,39.0,23.0,39.0,23.0,0.0,0.0,0.0,37.0,226.0,226.0,198.0,28.0,5.0,6.0,19.0,174.0,198.0,123.0,75.0,145.0,64.0,468.0,208.0,260.0,62.0,59.0,209.0,138.0,906.247171171932,46349.1365842354,"MULTIPOLYGON (((-8.576612187064162 41.15565547841941, -8.576557205483937 41.15562152937579, -8.576265237063836 41.15547126098638, -8.57605667385397 41.155331664572415, -8.576050438027968 41.15521605911632, -8.575661966244686 41.15513496071686, -8.575468672674958 41.15511127616703, -8.575472042444206 41.15510392467578, -8.575595377592462 41.1549094052829, -8.575637352908931 41.154848349369274, -8.575674984657521 41.154772085562044, -8.575674328239275 41.1546746645459, -8.575668363609974 41.15441894661488, -8.57567390329077 41.15413959485631, -8.575791412811586 41.15381261198428, -8.575891356007492 41.15355039191645, -8.575991582536052 41.15334950475253, -8.576258604896244 41.15305622511365, -8.576353879937152 41.15289340729081, -8.576422813993041 41.15284155784095, -8.57656672643982 41.152811038289634, -8.576567691747574 41.15278987522882, -8.576653371309975 41.152790445783715, -8.576962619058952 41.152811015432206, -8.577355106990233 41.15287135876491, -8.577488403104104 41.15323492956774, -8.577529530414882 41.15333413939997, -8.577658456766034 41.15345848103659, -8.57782824804356 41.15364127322978, -8.577957110223352 41.1538965786531, -8.577892901241354 41.153981229849066, -8.57784450466832 41.15454497781396, -8.577889519298381 41.15460766972393, -8.577914299957364 41.15467649968316, -8.577913074240794 41.15473997342316, -8.577888758182459 41.1547943428759, -8.577827235571801 41.154844742785144, -8.577489608005868 41.15505768597937, -8.57782460798505 41.155380346418035, -8.577493128316545 41.15540712603837, -8.57701380470883 41.15544584795029, -8.576734854041453 41.15565500605714, -8.576682387459753 41.1556707307176, -8.576612187064162 41.15565547841941)))",5.0,0.025252525252525252,Campanhã
931,169853,13120300502,13,1312,131203,131203005,005,02,00502,13120300502,1,11,11A,26.0,22.0,4.0,26.0,22.0,4.0,13.0,11.0,2.0,0.0,0.0,15.0,51.0,51.0,43.0,8.0,3.0,5.0,13.0,30.0,43.0,19.0,24.0,40.0,17.0,132.0,63.0,69.0,17.0,12.0,65.0,38.0,491.034148626881,9999.80846154287,"MULTIPOLYGON (((-8.578094605203459 41.15564041830015, -8.57800459807938 41.15555380551339, -8.57782460798505 41.155380346418035, -8.577489608005868 41.15505768597937, -8.577827235571801 41.154844742785144, -8.577888758182459 41.1547943428759, -8.577913074240794 41.15473997342316, -8.577914299957364 41.15467649968316, -8.577889519298381 41.15460766972393, -8.57784450466832 41.15454497781396, -8.577892901241354 41.153981229849066, -8.577957110223352 41.1538965786531, -8.578031751624483 41.15398725689491, -8.578168426945538 41.15404000498266, -8.578383359530513 41.15404018193055, -8.578438556962396 41.15404799142934, -8.578443695578647 41.154190811283314, -8.57850359134058 41.1556592396841, -8.578180671436783 41.15566590036994, -8.578094605203459 41.15564041830015)))",0.0,0.0,Campanhã
932,169132,13121000901,13,1312,131210,131210009,009,01,00901,13121000901,1,11,11A,14.0,10.0,4.0,10.0,10.0,4.0,7.0,4.0,2.0,1.0,0.0,9.0,62.0,62.0,51.0,11.0,26.0,45.0,41.0,9.0,51.0,33.0,18.0,38.0,17.0,123.0,53.0,70.0,21.0,6.0,75.0,21.0,614.315111956863,13308.1167609263,"MULTIPOLYGON (((-8.60728083053335 41.16916201658689, -8.60718389781635 41.16907472693669, -8.606945804347163 41.16884076930515, -8.606714039798424 41.168570382441864, -8.606643258682613 41.16851541658783, -8.60658973336673 41.16850218506027, -8.606465186803497 41.16851615124114, -8.606463045128487 41.16836791815439, -8.606469227011535 41.16798246868398, -8.607053810191115 41.16836586789242, -8.607387364696052 41.168157273757366, -8.607574138689996 41.16795465085583, -8.607728012278235 41.168046665164006, -8.607928619735754 41.16824437394231, -8.607929170377624 41.16832048167295, -8.607909821478305 41.16836854370826, -8.607905347680378 41.168392566793266, -8.60797507573565 41.16861314654638, -8.60793407900589 41.168694387840794, -8.607900316538466 41.168868249345245, -8.608052346752125 41.169006606177355, -8.607966099289186 41.16918730318081, -8.60797975600392 41.1692583873766, -8.60823655543144 41.169659369806006, -8.607965532024176 41.16971178693143, -8.60728083053335 41.16916201658689)))",0.0,0.0,Paranhos
933,169133,13121100405,13,1312,131211,131211004,004,05,00405,13121100405,1,11,11A,31.0,31.0,0.0,31.0,31.0,0.0,1.0,30.0,0.0,0.0,0.0,17.0,35.0,35.0,30.0,5.0,1.0,16.0,23.0,5.0,30.0,18.0,12.0,27.0,7.0,73.0,34.0,39.0,5.0,4.0,36.0,28.0,501.186008806941,6155.658319534,"MULTIPOLYGON (((-8.629143495528114 41.169075893031845, -8.628819436386184 41.16893499370847, -8.628563204051801 41.16881805848182, -8.628256077152992 41.16836543960038, -8.628366194002147 41.1684248323353, -8.630560607316374 41.169400855128785, -8.630636951184405 41.169564459909395, -8.630374802896926 41.1696347721939, -8.629143495528114 41.169075893031845)))",0.0,0.0,Ramalde
934,169134,13121004804,13,1312,131210,131210048,048,04,04804,13121004804,1,11,11A,18.0,1.0,17.0,18.0,1.0,17.0,0.0,1.0,17.0,0.0,0.0,5.0,288.0,288.0,248.0,40.0,124.0,228.0,198.0,34.0,248.0,154.0,94.0,179.0,73.0,581.0,283.0,298.0,51.0,68.0,321.0,141.0,896.904702427216,42372.7674454243,"MULTIPOLYGON (((-8.599910616188813 41.16979013566016, -8.599502370183306 41.169773143299565, -8.599117638648101 41.169753462010696, -8.598751324597972 41.16973473057444, -8.598357724650763 41.1697145963647, -8.597922703553923 41.169692340872686, -8.597242310082573 41.16965753113998, -8.597388671851558 41.168911438539034, -8.597478284186865 41.16853188419109, -8.597621364297131 41.16825554149321, -8.600254216151857 41.16833673313715, -8.600397540425877 41.16834417372248, -8.600912337169504 41.16835611010248, -8.601265727203701 41.16836964668888, -8.601088000093094 41.168623100686126, -8.60094019952564 41.168805800181794, -8.600721999998173 41.16899280034127, -8.600521499940877 41.16911699959339, -8.600317499694032 41.16921340011827, -8.600026600008059 41.16932920034345, -8.599990200088467 41.16937540053948, -8.599929340707929 41.16979088817071, -8.599910616188813 41.16979013566016)))",0.0,0.0,Paranhos
935,169135,13121100406,13,1312,131211,131211004,004,06,00406,13121100406,1,11,11A,10.0,2.0,8.0,10.0,1.0,9.0,0.0,9.0,1.0,0.0,0.0,6.0,112.0,112.0,83.0,29.0,53.0,54.0,27.0,51.0,83.0,69.0,14.0,44.0,19.0,153.0,64.0,89.0,13.0,14.0,99.0,27.0,379.718453889286,7681.97381950695,"MULTIPOLYGON (((-8.626860762350448 41.169014114070926, -8.626766690029905 41.16858392232836, -8.627500124016468 41.168461572778725, -8.627648082726749 41.169648592807576, -8.627351470749993 41.169711016125994, -8.62702705866252 41.16974627569422, -8.626860762350448 41.169014114070926)))",0.0,0.0,Ramalde
936,169136,13121002105,13,1312,131210,131210021,021,05,02105,13121002105,1,11,11A,27.0,25.0,1.0,27.0,7.0,20.0,16.0,10.0,1.0,0.0,0.0,11.0,32.0,31.0,26.0,5.0,5.0,23.0,23.0,2.0,26.0,15.0,11.0,15.0,8.0,87.0,35.0,52.0,11.0,9.0,35.0,32.0,420.6128668982,9863.65344934849,"MULTIPOLYGON (((-8.593680429811126 41.169748358628794, -8.592826192308944 41.16884665861746, -8.593515041512712 41.16848809470939, -8.594404327467387 41.16942710551424, -8.594464610919353 41.16951895585686, -8.593803630038623 41.16988815609001, -8.593680429811126 41.169748358628794)))",2.0,0.07692307692307693,Paranhos
937,169137,13121000902,13,1312,131210,131210009,009,02,00902,13121000902,1,11,11A,20.0,18.0,2.0,20.0,12.0,8.0,16.0,2.0,1.0,1.0,0.0,12.0,36.0,36.0,25.0,11.0,9.0,15.0,13.0,9.0,25.0,12.0,13.0,19.0,10.0,63.0,28.0,35.0,8.0,9.0,38.0,8.0,507.876045506294,12949.122183257,"MULTIPOLYGON (((-8.606580967531585 41.16986221692744, -8.606280820465383 41.169808881418426, -8.606199652935286 41.169757992811974, -8.60609891371878 41.16970618504006, -8.605940828795832 41.16965166818962, -8.605914306776722 41.16965031926202, -8.606180428466375 41.169360564889324, -8.606301789978263 41.16919385096118, -8.606371125297086 41.169061414058014, -8.606418602048615 41.168929877324715, -8.606428451623342 41.1688945767964, -8.606438278012913 41.16884446604122, -8.606465186803497 41.16851615124114, -8.60658973336673 41.16850218506027, -8.606643258682613 41.16851541658783, -8.606714039798424 41.168570382441864, -8.606945804347163 41.16884076930515, -8.60718389781635 41.16907472693669, -8.60728083053335 41.16916201658689, -8.607965532024176 41.16971178693143, -8.60770808118082 41.169827013009865, -8.606770581643872 41.16986546856453, -8.606580967531585 41.16986221692744)))",0.0,0.0,Paranhos
938,169138,13121005004,13,1312,131210,131210050,050,04,05004,13121005004,1,11,11A,30.0,20.0,10.0,29.0,20.0,10.0,19.0,11.0,0.0,0.0,0.0,30.0,180.0,180.0,121.0,59.0,5.0,1.0,37.0,77.0,121.0,98.0,23.0,55.0,25.0,218.0,102.0,116.0,30.0,20.0,116.0,52.0,605.662947578567,16879.1665974688,"MULTIPOLYGON (((-8.621363384450254 41.16976339737363, -8.621133609463882 41.16971029479108, -8.621101478500668 41.16929754566925, -8.62090006751009 41.1687888862996, -8.620582835433334 41.16840142428381, -8.620597308871034 41.16835114769335, -8.62075550391786 41.168319826415264, -8.620943081593218 41.16828535502368, -8.621197656543973 41.168247212913165, -8.621291247807319 41.16823693762816, -8.621365219580985 41.16822426924599, -8.621497416224315 41.168186746020496, -8.621641905421223 41.168137545918704, -8.62176126360813 41.16807693662047, -8.621885793004937 41.168010065254755, -8.622056147502033 41.1679237038603, -8.622304114215513 41.16778094265547, -8.622309443856487 41.16783248600658, -8.62231924185832 41.16798173885328, -8.622326334112518 41.1681020371655, -8.62233146518398 41.16829172034769, -8.622327247666918 41.16839097945588, -8.622316507418065 41.168446354863676, -8.622298378745317 41.16850791070481, -8.622272801598468 41.16856949907613, -8.622244641472987 41.16861528681199, -8.622215217184173 41.16865933396986, -8.622100936235078 41.1687906835812, -8.622023599901523 41.16888604084304, -8.622013741603253 41.168898202512246, -8.621978191487607 41.16895017150362, -8.621953676829284 41.168988038794915, -8.621935415920447 41.16903202859464, -8.621909994943952 41.16911293860157, -8.621888791907152 41.16918098152928, -8.621764999318515 41.169464070640714, -8.621612596759036 41.169849764579375, -8.621363384450254 41.16976339737363)))",0.0,0.0,Paranhos
939,169139,13121103104,13,1312,131211,131211031,031,04,03104,13121103104,1,11,11A,37.0,20.0,17.0,37.0,19.0,18.0,1.0,33.0,0.0,3.0,0.0,34.0,156.0,156.0,121.0,35.0,55.0,76.0,69.0,48.0,121.0,78.0,43.0,80.0,38.0,259.0,133.0,126.0,32.0,19.0,145.0,63.0,1426.63429928295,76370.7250505025,"MULTIPOLYGON (((-8.632440897948943 41.169560122916934, -8.632384521516228 41.16955338985629, -8.631950553865186 41.169501531461634, -8.631158502172003 41.16881414099341, -8.630587896537413 41.168446678608106, -8.630335138455754 41.16827405135842, -8.630260664271441 41.1680802035412, -8.630599800122564 41.16799213473528, -8.630964977124231 41.16789728917271, -8.631510946328271 41.16774930823278, -8.631749362032622 41.168265784679775, -8.631856002002989 41.16847173182475, -8.632743137647974 41.16824637430434, -8.633522381833325 41.168038537437845, -8.63354883989702 41.16802209764318, -8.633558618437293 41.16799818558951, -8.63355001711824 41.16795929005648, -8.6332362597718 41.16728163297785, -8.633378566802536 41.167243043735695, -8.633713966688854 41.16715212761342, -8.633745844801888 41.16699495089048, -8.634241505125829 41.167084025485394, -8.63463386608656 41.167112980170835, -8.634890493976046 41.16783616419342, -8.635036337175322 41.16810883253814, -8.635284066797812 41.16832035926256, -8.635605440236507 41.16849355783033, -8.636172070928131 41.16879892155891, -8.635562461027416 41.169131873682154, -8.634819079450542 41.169775250397876, -8.634652831687786 41.169781334703536, -8.634418353556603 41.16976092879373, -8.634222162315663 41.169804644003705, -8.632440897948943 41.169560122916934)))",0.0,0.0,Ramalde
940,169140,13121103009,13,1312,131211,131211030,030,09,03009,13121103009,1,11,11A,4.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,35.0,35.0,32.0,3.0,5.0,0.0,15.0,16.0,32.0,23.0,9.0,19.0,3.0,64.0,24.0,40.0,2.0,4.0,21.0,37.0,360.246611202889,8577.37126494806,"MULTIPOLYGON (((-8.636799519721823 41.16918289980887, -8.636929937700033 41.169074469321394, -8.637503025396489 41.168819761709074, -8.638064780184115 41.168763720104266, -8.638086697798231 41.168761299998906, -8.638128203542351 41.16884554796387, -8.638179887949567 41.16895631223293, -8.638244235901912 41.16916282243763, -8.638270296981776 41.16923891713085, -8.63828409442922 41.16929923690594, -8.63826736214692 41.16933604702872, -8.637450900199969 41.169793002521395, -8.636799519721823 41.16918289980887)))",0.0,0.0,Ramalde
941,169141,13121000601,13,1312,131210,131210006,006,01,00601,13121000601,1,11,11A,48.0,21.0,27.0,46.0,16.0,32.0,6.0,18.0,17.0,7.0,0.0,8.0,315.0,315.0,250.0,65.0,33.0,165.0,126.0,108.0,250.0,170.0,80.0,154.0,67.0,539.0,250.0,289.0,47.0,70.0,294.0,128.0,844.112160433742,39291.361537378,"MULTIPOLYGON (((-8.603064010029932 41.16991831128676, -8.602127900186474 41.16987834430678, -8.600321122179349 41.16980652222, -8.599929340707929 41.16979088817071, -8.599990200088467 41.16937540053948, -8.600026600008059 41.16932920034345, -8.600317499694032 41.16921340011827, -8.600521499940877 41.16911699959339, -8.600721999998173 41.16899280034127, -8.60094019952564 41.168805800181794, -8.601088000093094 41.168623100686126, -8.601265727203701 41.16836964668888, -8.602259281988106 41.1684628778758, -8.603476644447092 41.168577100577515, -8.603483562798857 41.16936133594458, -8.60348780608067 41.16995179007882, -8.603064010029932 41.16991831128676)))",4.0,0.016,Paranhos
942,169142,13120301803,13,1312,131203,131203018,018,03,01803,13120301803,1,11,11A,16.0,8.0,8.0,16.0,0.0,16.0,1.0,15.0,0.0,0.0,0.0,0.0,86.0,86.0,80.0,6.0,7.0,9.0,9.0,71.0,80.0,49.0,31.0,59.0,22.0,195.0,87.0,108.0,22.0,26.0,87.0,60.0,446.514743234467,10094.6358787578,"MULTIPOLYGON (((-8.584068209323659 41.16985643570322, -8.584304084331468 41.169371547117244, -8.584612905177023 41.168753410505055, -8.584738442627089 41.16851198938559, -8.585363146330083 41.168584583934305, -8.58528075101705 41.16885794492408, -8.585198050852341 41.16920476078322, -8.584770455489846 41.17005288513608, -8.584068209323659 41.16985643570322)))",0.0,0.0,Campanhã
943,169143,13120302021,13,1312,131203,131203020,020,21,02021,13120302021,1,11,11A,3.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,10.0,6.0,4.0,1.0,2.0,5.0,2.0,567.121555020147,15455.4007071316,"MULTIPOLYGON (((-8.570186437283848 41.17009131288403, -8.570186519150996 41.17009125944781, -8.570299382941963 41.17001776454167, -8.570395298171668 41.16990880997291, -8.570444566162728 41.16984613553945, -8.570482706104766 41.16975828670337, -8.570484803034244 41.16975035402625, -8.570515078420312 41.16964534126547, -8.570655965663072 41.16874740621462, -8.570660986318506 41.16871541004484, -8.570661233123728 41.16871543161811, -8.571391453082336 41.168779813280175, -8.571761562510362 41.16881550853196, -8.571974540748302 41.168849325210715, -8.572204022322987 41.16890286110685, -8.572427409782835 41.16902320224035, -8.572546803647915 41.16914939636502, -8.572575491187282 41.169209244076875, -8.572544803297887 41.16922274970544, -8.57222840965938 41.169370803554486, -8.571930658858552 41.1694915663055, -8.57081841056563 41.1699252925512, -8.570386248676721 41.17010572768869, -8.570301961382532 41.17011183743575, -8.570186437283848 41.17009131288403)))",0.0,0.0,Campanhã
944,169144,13120301804,13,1312,131203,131203018,018,04,01804,13120301804,1,11,11A,34.0,15.0,19.0,34.0,10.0,24.0,0.0,29.0,4.0,1.0,0.0,27.0,165.0,165.0,138.0,27.0,11.0,7.0,40.0,94.0,138.0,70.0,68.0,104.0,48.0,378.0,180.0,198.0,56.0,41.0,204.0,77.0,660.518946487162,19777.520590913,"MULTIPOLYGON (((-8.581699511450076 41.170031718907126, -8.581614452895794 41.17002241551483, -8.581520428435681 41.170028122069645, -8.581383619708879 41.17005024608673, -8.581358341372866 41.16997099288934, -8.581339053736174 41.16991049850884, -8.581326116796118 41.169816682291184, -8.581389385638994 41.169734292246005, -8.58141038971183 41.16969888830184, -8.58181067633296 41.16868988161816, -8.581888361732792 41.16845397155409, -8.581951778088678 41.16836712436312, -8.582293793136598 41.16832624404707, -8.582559381011974 41.16833031256104, -8.583571991507883 41.168392784480666, -8.583427814780931 41.168611614205396, -8.583240541673987 41.16889540465415, -8.583083790129733 41.16915569220065, -8.582867192326788 41.16960681873709, -8.582487296035083 41.16950583762535, -8.582225964239885 41.169429469175554, -8.5820231250268 41.169849656504205, -8.581915589459184 41.17008190200088, -8.581699511450076 41.170031718907126)))",0.0,0.0,Campanhã
945,169363,13121601404,13,1312,131216,131216014,014,04,01404,13121601404,1,11,11A,7.0,4.0,3.0,7.0,2.0,5.0,2.0,3.0,1.0,0.0,1.0,4.0,16.0,16.0,12.0,4.0,1.0,4.0,9.0,3.0,12.0,6.0,6.0,8.0,6.0,36.0,18.0,18.0,11.0,5.0,14.0,6.0,281.878781452045,3061.43489862945,"MULTIPOLYGON (((-8.674212513121995 41.1526624495861, -8.674203984135298 41.1525525790513, -8.674202992274505 41.152502944573506, -8.674215391707936 41.152372590794066, -8.674223061613587 41.1523087346867, -8.67424426026856 41.15225013568964, -8.674299958975027 41.152110708298544, -8.674342163014106 41.15200350689721, -8.674412145867331 41.15181654413413, -8.674781115634506 41.151938824680016, -8.6748879309679 41.151981675546374, -8.674975547291995 41.15205546370668, -8.674594438139723 41.15233086271849, -8.674194924765809 41.1528440066102, -8.674212513121995 41.1526624495861)))",0.0,0.0,"União das freguesias de Aldoar, Foz do Douro e Nevogilde"
946,169364,13120301702,13,1312,131203,131203017,017,02,01702,13120301702,1,11,11A,20.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,16.0,21.0,21.0,14.0,7.0,3.0,1.0,8.0,5.0,14.0,6.0,8.0,12.0,5.0,44.0,21.0,23.0,12.0,1.0,19.0,12.0,261.992779042245,3319.53803216537,"MULTIPOLYGON (((-8.580004214205887 41.1532860174329, -8.579895227725501 41.1531813368371, -8.579743969550012 41.15307588449421, -8.57927321665763 41.152741033137204, -8.57922408772303 41.15269862559437, -8.579376944087937 41.15269427778334, -8.579740583073166 41.15263572764029, -8.58017693249472 41.15261690774557, -8.580198543918872 41.15277469999701, -8.580207447571427 41.15287338562846, -8.580201841786428 41.152914321392316, -8.580195024154932 41.152948904781866, -8.58014136041642 41.1530122588209, -8.58010995223949 41.15306395587173, -8.58010076579348 41.15309690064959, -8.580099773491122 41.15312269208253, -8.580102837316645 41.15323840870985, -8.580102277253976 41.153241895569835, -8.580100110159341 41.153252582247724, -8.580081088021698 41.15327744415901, -8.580032894346578 41.1533307820811, -8.580004214205887 41.1532860174329)))",1.0,0.07142857142857142,Campanhã
947,169365,13120202603,13,1312,131202,131202026,026,03,02603,13120202603,1,11,11A,11.0,0.0,10.0,9.0,0.0,11.0,0.0,10.0,0.0,1.0,0.0,4.0,240.0,238.0,210.0,28.0,69.0,102.0,95.0,105.0,210.0,132.0,78.0,142.0,70.0,497.0,227.0,270.0,67.0,61.0,243.0,126.0,681.563359919124,21666.5929138064,"MULTIPOLYGON (((-8.599585960571112 41.15318058183026, -8.598135519595363 41.152751531587214, -8.597438424936692 41.15254531925414, -8.59783825032845 41.15187080857576, -8.59788886245419 41.151841611242176, -8.597959488328296 41.151839570403475, -8.598498456451123 41.15193889395396, -8.598829483947076 41.151999880625844, -8.599265490723315 41.15208022322992, -8.599624568066394 41.151655777258945, -8.6000182766315 41.15169481604913, -8.599718383533729 41.15327457770912, -8.599585960571112 41.15318058183026)))",4.0,0.01904761904761905,Bonfim
948,169366,13120201501,13,1312,131202,131202015,015,01,01501,13120201501,1,11,11A,61.0,23.0,34.0,54.0,10.0,51.0,20.0,38.0,2.0,1.0,0.0,36.0,236.0,232.0,149.0,83.0,20.0,38.0,66.0,68.0,152.0,120.0,32.0,79.0,21.0,322.0,127.0,195.0,17.0,23.0,151.0,131.0,785.744239690446,35597.9792538681,"MULTIPOLYGON (((-8.602241153390322 41.15098834654636, -8.603676955466613 41.15094674907388, -8.603689194524632 41.15094639472792, -8.603728034412638 41.15094564446536, -8.604263541908372 41.15093530192519, -8.60427610251187 41.151041592013215, -8.60430527103673 41.15130430809217, -8.604294040297242 41.1513663022081, -8.603737497275727 41.15276244091302, -8.603540419668725 41.15325255607929, -8.602407025608974 41.15327019865475, -8.602241153390322 41.15098834654636)))",42.0,0.28187919463087246,Bonfim
949,169367,13120201503,13,1312,131202,131202015,015,03,01503,13120201503,1,11,11A,48.0,30.0,17.0,44.0,17.0,31.0,19.0,23.0,4.0,2.0,0.0,37.0,147.0,146.0,100.0,46.0,15.0,34.0,42.0,53.0,100.0,67.0,33.0,55.0,27.0,242.0,116.0,126.0,27.0,19.0,139.0,57.0,676.695051601721,22030.8644472771,"MULTIPOLYGON (((-8.599718383533729 41.15327457770912, -8.6000182766315 41.15169481604913, -8.600122527946796 41.15105741345597, -8.60043524657003 41.15104851759602, -8.601156343112706 41.15102481501111, -8.601133231076014 41.15139048945063, -8.600778725147222 41.153276846278125, -8.599718383533729 41.15327457770912)))",15.0,0.15,Bonfim
